Duration (ms), Start date, End date, Start station, End station, Bike number, Member type
1356621, 2017/1/1 12:33, 2017/1/1 12:56, 5th & K St NW, 10th St & Constitution Ave NW, W22835, Casual
1351545, 2017/1/1 12:33, 2017/1/1 12:56, 5th & K St NW, 10th St & Constitution Ave NW, W22093, Casual
741674, 2017/1/1 12:33, 2017/1/1 12:45, 14th & Irving St NW, 7th & T St NW, W00887, Member
803525, 2017/1/1 12:33, 2017/1/1 12:47, N Rhodes & 16th St N, 34th & Water St NW, W22799, Casual
792729, 2017/1/1 12:33, 2017/1/1 12:47, N Rhodes & 16th St N, 34th & Water St NW, W00645, Casual
10690239, 2017/1/1 12:33, 2017/1/1 15:32, Jefferson Memorial, Jefferson Memorial, W00276, Casual
3663613, 2017/1/1 12:34, 2017/1/1 13:35, Columbus Circle / Union Station, Lincoln Memorial, W21037, Casual
511742, 2017/1/1 12:34, 2017/1/1 12:42, East West Hwy & 16th St, Georgia Ave & Spring St, W21096, Member
10667383, 2017/1/1 12:34, 2017/1/1 15:32, Jefferson Memorial, Jefferson Memorial, W20789, Casual
3649621, 2017/1/1 12:34, 2017/1/1 13:35, Columbus Circle / Union Station, Lincoln Memorial, W21897, Casual
1603253, 2017/1/1 12:34, 2017/1/1 13:01, 1st & Washington Hospital Center NW, Neal St & Trinidad Ave NE, W21397, Member
1358375, 2017/1/1 12:34, 2017/1/1 12:57, 5th St & Massachusetts Ave NW, Rosslyn Metro / Wilson Blvd & Ft Myer Dr, W21959, Member
354663, 2017/1/1 12:34, 2017/1/1 12:40, 11th & H St NE, Columbus Circle / Union Station, W22822, Member
233072, 2017/1/1 12:34, 2017/1/1 12:38, Good Hope Rd & MLK Ave SE, Anacostia Metro, W20735, Member
297096, 2017/1/1 12:34, 2017/1/1 12:39, 11th & Kenyon St NW, 12th & U St NW, W22946, Member
5191147, 2017/1/1 12:35, 2017/1/1 14:01, 17th & G St NW, 17th & G St NW, W00718, Casual
410456, 2017/1/1 12:35, 2017/1/1 12:42, 16th & Harvard St NW, Calvert St & Woodley Pl NW, W23133, Member
10623473, 2017/1/1 12:35, 2017/1/1 15:32, Jefferson Memorial, Jefferson Memorial, W21406, Casual
3584848, 2017/1/1 12:35, 2017/1/1 13:35, Columbus Circle / Union Station, Lincoln Memorial, W21639, Casual
850022, 2017/1/1 12:35, 2017/1/1 12:49, Florida Ave & R St NW, New Hampshire Ave & T St NW, W01269, Member
10528476, 2017/1/1 12:36, 2017/1/1 15:31, Jefferson Memorial, Jefferson Memorial, W01345, Casual
6458036, 2017/1/1 12:36, 2017/1/1 14:24, California St & Florida Ave NW, 15th & K St NW, W01018, Casual
907861, 2017/1/1 12:36, 2017/1/1 12:51, Hamlin & 7th St NE, 2nd & G St NE, W22274, Member
707801, 2017/1/1 12:36, 2017/1/1 12:48, 11th & S St NW, 2nd & G St NE, W21365, Member
200042, 2017/1/1 12:36, 2017/1/1 12:40, 10th & Monroe St NE, Hamlin & 7th St NE, W21828, Member
6508009, 2017/1/1 12:37, 2017/1/1 14:25, California St & Florida Ave NW, 15th & K St NW, W00627, Casual
10495893, 2017/1/1 12:37, 2017/1/1 15:32, Jefferson Memorial, Jefferson Memorial, W20202, Casual
2255564, 2017/1/1 12:37, 2017/1/1 13:14, 14th & Rhode Island Ave NW, 10th St & Constitution Ave NW, W20658, Casual
733329, 2017/1/1 12:37, 2017/1/1 12:49, 14th & R St NW, 18th & M St NW, W20338, Casual
1190618, 2017/1/1 12:37, 2017/1/1 12:57, 1st & Rhode Island Ave NW, 1st & N St  SE, W22137, Member
344356, 2017/1/1 12:37, 2017/1/1 12:43, 16th & R St NW, 17th & K St NW / Farragut Square, W01250, Member
711188, 2017/1/1 12:37, 2017/1/1 12:49, 14th & R St NW, 18th & M St NW, W00031, Casual
1080138, 2017/1/1 12:37, 2017/1/1 12:55, 17th & G St NW, 21st St & Constitution Ave NW, W21343, Member
10468433, 2017/1/1 12:38, 2017/1/1 15:32, Jefferson Memorial, Jefferson Memorial, W21726, Casual
6436083, 2017/1/1 12:38, 2017/1/1 14:25, California St & Florida Ave NW, 15th & K St NW, W00500, Casual
142749, 2017/1/1 12:38, 2017/1/1 12:40, 18th St & Wyoming Ave NW, 20th St & Florida Ave NW, W01390, Member
130621, 2017/1/1 12:38, 2017/1/1 12:40, 18th St & Wyoming Ave NW, 20th St & Florida Ave NW, W20900, Member
2169485, 2017/1/1 12:38, 2017/1/1 13:14, 14th & Rhode Island Ave NW, 10th St & Constitution Ave NW, W22623, Casual
316442, 2017/1/1 12:38, 2017/1/1 12:43, Wilson Blvd & N Quincy St, Fairfax Dr & Wilson Blvd, W00918, Member
5863361, 2017/1/1 12:38, 2017/1/1 14:16, Long Bridge Park/Long Bridge Dr & 6th St S, Long Bridge Park/Long Bridge Dr & 6th St S, W21682, Casual
235983, 2017/1/1 12:38, 2017/1/1 12:42, Jefferson Dr & 14th St SW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W22588, Casual
4456599, 2017/1/1 12:38, 2017/1/1 13:53, Powhatan St & Bashford Ln, Powhatan St & Bashford Ln, W22883, Casual
6386515, 2017/1/1 12:38, 2017/1/1 14:25, California St & Florida Ave NW, 15th & K St NW, W22800, Casual
994334, 2017/1/1 12:39, 2017/1/1 12:56, 17th St & Massachusetts Ave NW, 4th St & Madison Dr NW, W00307, Member
1276100, 2017/1/1 12:39, 2017/1/1 13:01, 14th & Rhode Island Ave NW, Jefferson Dr & 14th St SW, W21911, Member
1269911, 2017/1/1 12:39, 2017/1/1 13:01, 14th & Rhode Island Ave NW, Jefferson Dr & 14th St SW, W20836, Member
634887, 2017/1/1 12:39, 2017/1/1 12:50, 8th & F St NE, Washington & Independence Ave SW/HHS, W01217, Member
968146, 2017/1/1 12:40, 2017/1/1 12:56, 8th & H St NW, M St & New Jersey Ave SE, W20368, Member
562903, 2017/1/1 12:40, 2017/1/1 12:49, 4th St & Madison Dr NW, 8th & D St NW, W20170, Member
423949, 2017/1/1 12:40, 2017/1/1 12:47, 10th & K St NW, 14th & R St NW, W20126, Member
545743, 2017/1/1 12:40, 2017/1/1 12:49, 15th & F St NE, 8th & East Capitol St NE, W00321, Member
8151603, 2017/1/1 12:40, 2017/1/1 14:56, 17th & Corcoran St NW, 17th & Corcoran St NW, W22397, Casual
8140587, 2017/1/1 12:40, 2017/1/1 14:56, 17th & Corcoran St NW, 17th & Corcoran St NW, W00988, Casual
525666, 2017/1/1 12:40, 2017/1/1 12:49, 15th & F St NE, 8th & East Capitol St NE, W22214, Member
597969, 2017/1/1 12:41, 2017/1/1 12:51, 4th St & Madison Dr NW, North Capitol St & F St NW, W00985, Casual
509665, 2017/1/1 12:41, 2017/1/1 12:49, 4th St & Madison Dr NW, 8th & D St NW, W00611, Member
661270, 2017/1/1 12:41, 2017/1/1 12:52, King St & Patrick St, King St Metro South, W22739, Casual
2025147, 2017/1/1 12:41, 2017/1/1 13:15, 14th & Rhode Island Ave NW, 10th St & Constitution Ave NW, W20660, Casual
629387, 2017/1/1 12:41, 2017/1/1 12:52, King St & Patrick St, King St Metro South, W23190, Casual
2167232, 2017/1/1 12:41, 2017/1/1 13:17, Adams Mill & Columbia Rd NW, Massachusetts Ave & Dupont Circle NW, W23185, Casual
572013, 2017/1/1 12:41, 2017/1/1 12:51, Bethesda Ave & Arlington Rd, Bethesda Ave & Arlington Rd, W21975, Member
605672, 2017/1/1 12:41, 2017/1/1 12:51, King St & Patrick St, King St Metro South, W21503, Casual
6276420, 2017/1/1 12:41, 2017/1/1 14:26, King St & Patrick St, King St Metro South, W20184, Casual
1986565, 2017/1/1 12:41, 2017/1/1 13:14, 14th & Rhode Island Ave NW, 10th St & Constitution Ave NW, W00246, Casual
625044, 2017/1/1 12:41, 2017/1/1 12:52, King St & Patrick St, King St Metro South, W23000, Casual
1935020, 2017/1/1 12:42, 2017/1/1 13:14, 4th & E St SW, Constitution Ave & 2nd St NW/DOL, W22277, Casual
494824, 2017/1/1 12:42, 2017/1/1 12:50, 4th & E St SW, 6th St & Indiana Ave NW, W23128, Member
598235, 2017/1/1 12:42, 2017/1/1 12:52, 1st & Rhode Island Ave NW, 14th & R St NW, W23110, Member
181976, 2017/1/1 12:42, 2017/1/1 12:45, 15th & Euclid St  NW, 14th & Belmont St NW, W00395, Member
603632, 2017/1/1 12:42, 2017/1/1 12:52, King St & Patrick St, King St Metro South, W22678, Casual
1710261, 2017/1/1 12:42, 2017/1/1 13:10, 4th & E St SW, Constitution Ave & 2nd St NW/DOL, W00541, Casual
866142, 2017/1/1 12:42, 2017/1/1 12:56, 11th & O St NW, 18th St & Wyoming Ave NW, W20424, Member
851026, 2017/1/1 12:42, 2017/1/1 12:56, 11th & O St NW, 18th St & Wyoming Ave NW, W20839, Member
469640, 2017/1/1 12:42, 2017/1/1 12:50, Eastern Market Metro / Pennsylvania Ave & 7th St SE, 3rd & Tingey St SE, W00130, Member
500875, 2017/1/1 12:43, 2017/1/1 12:51, 14th & Rhode Island Ave NW, 3rd & H St NW, W00605, Member
877938, 2017/1/1 12:43, 2017/1/1 12:57, Columbia Rd & Georgia Ave NW, Florida Ave & R St NW, W20056, Member
1888111, 2017/1/1 12:43, 2017/1/1 13:14, 14th & Rhode Island Ave NW, 10th St & Constitution Ave NW, W22202, Casual
4673870, 2017/1/1 12:43, 2017/1/1 14:01, Key Blvd & N Quinn St, Lynn & 19th St North, W01373, Casual
352246, 2017/1/1 12:43, 2017/1/1 12:49, 11th & M St NW, 15th & P St NW, W22523, Member
344671, 2017/1/1 12:43, 2017/1/1 12:49, 11th & M St NW, 15th & P St NW, W01127, Member
333568, 2017/1/1 12:43, 2017/1/1 12:49, 14th & Irving St NW, 14th & V St NW, W00601, Member
591883, 2017/1/1 12:43, 2017/1/1 12:53, Mount Vernon Ave & E Nelson Ave, Mount Vernon Ave & Bruce St, W21587, Member
4648048, 2017/1/1 12:43, 2017/1/1 14:01, Key Blvd & N Quinn St, Lynn & 19th St North, W00710, Member
761756, 2017/1/1 12:44, 2017/1/1 12:56, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 4th St & Madison Dr NW, W22588, Casual
1773759, 2017/1/1 12:44, 2017/1/1 13:13, 4th & E St SW, Constitution Ave & 2nd St NW/DOL, W21762, Casual
1747240, 2017/1/1 12:44, 2017/1/1 13:13, 4th & E St SW, Constitution Ave & 2nd St NW/DOL, W20418, Casual
2112517, 2017/1/1 12:44, 2017/1/1 13:19, D St & Maryland Ave NE, 4th St & Madison Dr NW, W21510, Casual
452294, 2017/1/1 12:44, 2017/1/1 12:52, 10th & E St NW, 8th & O St NW, W22684, Member
921998, 2017/1/1 12:44, 2017/1/1 13:00, Calvert St & Woodley Pl NW, M St & Pennsylvania Ave NW, W00634, Member
650031, 2017/1/1 12:44, 2017/1/1 12:55, Central Library / N Quincy St & 10th St N, Lee Hwy & N Scott St, W20955, Member
661658, 2017/1/1 12:45, 2017/1/1 12:56, Rhode Island & Connecticut Ave NW, 8th & O St NW, W00124, Member
1695455, 2017/1/1 12:45, 2017/1/1 13:13, 4th & E St SW, Constitution Ave & 2nd St NW/DOL, W00427, Casual
862844, 2017/1/1 12:45, 2017/1/1 13:00, Calvert St & Woodley Pl NW, 18th St & Wyoming Ave NW, W23133, Casual
855187, 2017/1/1 12:45, 2017/1/1 13:00, Calvert St & Woodley Pl NW, 18th St & Wyoming Ave NW, W00778, Casual
831834, 2017/1/1 12:46, 2017/1/1 13:00, 7th & T St NW, Constitution Ave & 2nd St NW/DOL, W00887, Member
850872, 2017/1/1 12:46, 2017/1/1 13:01, 2nd & G St NE, 15th & K St NW, W21577, Member
271714, 2017/1/1 12:47, 2017/1/1 12:51, Columbus Circle / Union Station, 8th & F St NE, W22651, Member
1101048, 2017/1/1 12:47, 2017/1/1 13:05, Massachusetts Ave & Dupont Circle NW, 10th St & Constitution Ave NW, W20914, Member
1075637, 2017/1/1 12:47, 2017/1/1 13:05, Massachusetts Ave & Dupont Circle NW, 10th St & Constitution Ave NW, W22048, Casual
274863, 2017/1/1 12:47, 2017/1/1 12:52, Columbus Circle / Union Station, 8th & F St NE, W21948, Member
270228, 2017/1/1 12:47, 2017/1/1 12:52, 14th & Belmont St NW, 14th & R St NW, W22664, Member
6019393, 2017/1/1 12:48, 2017/1/1 14:28, East Falls Church Metro/Sycamore St & 19th St N, Lincoln Memorial, W22736, Casual
283575, 2017/1/1 12:48, 2017/1/1 12:53, 15th & P St NW, 14th & V St NW, W00364, Member
1047170, 2017/1/1 12:48, 2017/1/1 13:06, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 3rd & Tingey St SE, W22285, Member
1032968, 2017/1/1 12:49, 2017/1/1 13:06, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 3rd & Tingey St SE, W20862, Member
5945570, 2017/1/1 12:49, 2017/1/1 14:28, East Falls Church Metro/Sycamore St & 19th St N, Lincoln Memorial, W22409, Casual
721593, 2017/1/1 12:49, 2017/1/1 13:01, Jefferson Dr & 14th St SW, Henry Bacon Dr & Lincoln Memorial Circle NW, W21636, Casual
703166, 2017/1/1 12:49, 2017/1/1 13:01, New York Ave & Hecht Ave NE, 3rd & M St NE, W00998, Member
917663, 2017/1/1 12:49, 2017/1/1 13:05, 14th & G St NW, 14th & G St NW, W22553, Member
515886, 2017/1/1 12:49, 2017/1/1 12:58, New Jersey Ave & R St NW, 14th & V St NW, W22958, Member
639466, 2017/1/1 12:49, 2017/1/1 13:00, 2nd & G St NE, 15th St & Massachusetts Ave SE, W01341, Member
303203, 2017/1/1 12:50, 2017/1/1 12:55, 1st & Rhode Island Ave NW, 7th & T St NW, W21860, Member
7109147, 2017/1/1 12:50, 2017/1/1 14:48, 18th St & Pennsylvania Ave NW, 4th St & Madison Dr NW, W00149, Casual
341271, 2017/1/1 12:50, 2017/1/1 12:56, 14th & R St NW, 18th & R St NW, W22362, Member
401567, 2017/1/1 12:50, 2017/1/1 12:57, Washington & Independence Ave SW/HHS, 4th & East Capitol St NE, W21757, Member
973613, 2017/1/1 12:50, 2017/1/1 13:06, 15th & East Capitol St NE, 3rd & Tingey St SE, W23026, Casual
1547380, 2017/1/1 12:50, 2017/1/1 13:16, Metro Center / 12th & G St NW, C & O Canal & Wisconsin Ave NW, W21768, Casual
7093950, 2017/1/1 12:50, 2017/1/1 14:49, 18th St & Pennsylvania Ave NW, 4th St & Madison Dr NW, W20864, Casual
504116, 2017/1/1 12:51, 2017/1/1 12:59, California St & Florida Ave NW, Rhode Island & Connecticut Ave NW, W22916, Casual
273101, 2017/1/1 12:51, 2017/1/1 12:55, 8th & F St NE, 13th & H St NE, W22519, Member
389531, 2017/1/1 12:51, 2017/1/1 12:57, 12th & U St NW, 11th & Kenyon St NW, W00734, Member
625015, 2017/1/1 12:51, 2017/1/1 13:01, 18th & R St NW, 19th & L St NW, W21025, Member
210249, 2017/1/1 12:51, 2017/1/1 12:54, 20th & O St NW / Dupont South, 17th St & Massachusetts Ave NW, W22531, Member
3385396, 2017/1/1 12:51, 2017/1/1 13:47, 17th St & Independence Ave SW, 17th St & Independence Ave SW, W21895, Casual
262479, 2017/1/1 12:51, 2017/1/1 12:55, 22nd & I St NW / Foggy Bottom, 21st St & Constitution Ave NW, W22652, Member
552595, 2017/1/1 12:51, 2017/1/1 13:00, 8th & H St NW, 14th & Rhode Island Ave NW, W23019, Member
1484703, 2017/1/1 12:51, 2017/1/1 13:16, 7th & F St NW / National Portrait Gallery, Henry Bacon Dr & Lincoln Memorial Circle NW, W01097, Casual
1486314, 2017/1/1 12:51, 2017/1/1 13:16, 7th & F St NW / National Portrait Gallery, Henry Bacon Dr & Lincoln Memorial Circle NW, W20399, Casual
191504, 2017/1/1 12:51, 2017/1/1 12:54, 20th & O St NW / Dupont South, 17th St & Massachusetts Ave NW, W20656, Member
448970, 2017/1/1 12:51, 2017/1/1 12:59, California St & Florida Ave NW, Rhode Island & Connecticut Ave NW, W22954, Casual
3393260, 2017/1/1 12:51, 2017/1/1 13:48, 17th St & Independence Ave SW, 17th St & Independence Ave SW, W01358, Casual
867960, 2017/1/1 12:52, 2017/1/1 13:06, Ballston Metro / N Stuart & 9th St N, Clarendon Blvd & N Fillmore St, W20567, Member
345316, 2017/1/1 12:52, 2017/1/1 12:58, Massachusetts Ave & Dupont Circle NW, 17th & K St NW, W01500, Member
234031, 2017/1/1 12:52, 2017/1/1 12:56, New Hampshire Ave & T St NW, 10th & U St NW, W01346, Member
112766, 2017/1/1 12:52, 2017/1/1 12:54, 11th & M St NW, 11th & O St NW, W00854, Member
103142, 2017/1/1 12:52, 2017/1/1 12:54, 11th & M St NW, 11th & O St NW, W22842, Member
144266, 2017/1/1 12:52, 2017/1/1 12:55, N Veitch  & 20th St N, N Veitch  & 20th St N, W01099, Member
797773, 2017/1/1 12:52, 2017/1/1 13:06, 5th St & Massachusetts Ave NW, 4th St & Madison Dr NW, W21679, Casual
798085, 2017/1/1 12:52, 2017/1/1 13:06, 5th St & Massachusetts Ave NW, 4th St & Madison Dr NW, W00522, Casual
1371700, 2017/1/1 12:52, 2017/1/1 13:15, 5th & F St NW, 5th & F St NW, W20027, Casual
761732, 2017/1/1 12:52, 2017/1/1 13:05, 2nd & G St NE, Lincoln Park / 13th & East Capitol St NE , W22274, Member
3134583, 2017/1/1 12:53, 2017/1/1 13:45, 20th St & Virginia Ave NW, 4th St & Madison Dr NW, W00231, Casual
725823, 2017/1/1 12:53, 2017/1/1 13:05, River Rd & Landy Ln, 47th & Elm St, W21107, Member
723962, 2017/1/1 12:53, 2017/1/1 13:05, 2nd St & Massachusetts Ave NE, 4th & M St SW, W23033, Member
7253331, 2017/1/1 12:53, 2017/1/1 14:54, 4th & C St SW, Constitution Ave & 2nd St NW/DOL, W20422, Casual
611330, 2017/1/1 12:53, 2017/1/1 13:03, 14th & Rhode Island Ave NW, Wisconsin Ave & O St NW, W20290, Member
384717, 2017/1/1 12:53, 2017/1/1 13:00, 15th & P St NW, 12th & L St NW, W22158, Member
7252735, 2017/1/1 12:53, 2017/1/1 14:54, 4th & C St SW, Constitution Ave & 2nd St NW/DOL, W22309, Casual
245397, 2017/1/1 12:53, 2017/1/1 12:58, 19th & L St NW, New Hampshire Ave & 24th St NW, W22187, Member
725612, 2017/1/1 12:54, 2017/1/1 13:06, Lincoln Park / 13th & East Capitol St NE , 8th & D St NW, W21748, Member
1960593, 2017/1/1 12:54, 2017/1/1 13:26, Eastern Market / 7th & North Carolina Ave SE, Lincoln Memorial, W22451, Casual
3070200, 2017/1/1 12:54, 2017/1/1 13:45, 20th & E St NW, 4th St & Madison Dr NW, W00571, Casual
1333749, 2017/1/1 12:54, 2017/1/1 13:16, 3rd & M St NE, 3rd & M St NE, W22837, Member
371662, 2017/1/1 12:54, 2017/1/1 13:00, 16th & Harvard St NW, California St & Florida Ave NW, W01450, Member
2244363, 2017/1/1 12:54, 2017/1/1 13:32, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W01037, Casual
1933321, 2017/1/1 12:54, 2017/1/1 13:27, Eastern Market / 7th & North Carolina Ave SE, Lincoln Memorial, W20589, Casual
2224531, 2017/1/1 12:54, 2017/1/1 13:31, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W22971, Casual
2223332, 2017/1/1 12:54, 2017/1/1 13:32, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W22223, Casual
550641, 2017/1/1 12:54, 2017/1/1 13:04, 3rd & H St NE, 5th & K St NW, W22119, Member
2230784, 2017/1/1 12:55, 2017/1/1 13:32, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W22479, Casual
547665, 2017/1/1 12:55, 2017/1/1 13:04, Washington & Independence Ave SW/HHS, "Independence Ave & LEnfant Plaza SW/DOE", W01217, Casual
772679, 2017/1/1 12:55, 2017/1/1 13:08, 15th & N Scott St, 15th & N Scott St, W20732, Member
543350, 2017/1/1 12:55, 2017/1/1 13:04, Washington & Independence Ave SW/HHS, "Independence Ave & LEnfant Plaza SW/DOE", W21881, Casual
430533, 2017/1/1 12:55, 2017/1/1 13:02, Adams Mill & Columbia Rd NW, Park Rd & Holmead Pl NW, W01255, Member
756564, 2017/1/1 12:55, 2017/1/1 13:08, 10th & E St NW, 14th & R St NW, W21407, Member
1536276, 2017/1/1 12:55, 2017/1/1 13:21, 22nd & I St NW / Foggy Bottom, 7th & F St NW / National Portrait Gallery, W21810, Casual
5533432, 2017/1/1 12:55, 2017/1/1 14:28, East Falls Church Metro/Sycamore St & 19th St N, Lincoln Memorial, W22408, Casual
1006268, 2017/1/1 12:56, 2017/1/1 13:12, 4th & C St SW, 5th St & Massachusetts Ave NW, W21878, Casual
455939, 2017/1/1 12:56, 2017/1/1 13:03, 15th & P St NW, New York Ave & 15th St NW, W22491, Member
385944, 2017/1/1 12:56, 2017/1/1 13:02, D St & Maryland Ave NE, North Capitol St & F St NW, W21871, Member
113464, 2017/1/1 12:56, 2017/1/1 12:57, Convention Center / 7th & M St NW, 8th & O St NW, W20942, Member
1348897, 2017/1/1 12:56, 2017/1/1 13:18, Randle Circle & Minnesota Ave SE, 4th & M St SW, W21496, Member
826663, 2017/1/1 12:56, 2017/1/1 13:10, 15th & Euclid St  NW, Georgia & New Hampshire Ave NW, W00375, Casual
1506579, 2017/1/1 12:56, 2017/1/1 13:21, 22nd & I St NW / Foggy Bottom, 7th & F St NW / National Portrait Gallery, W01093, Casual
576824, 2017/1/1 12:56, 2017/1/1 13:06, 14th St & New York Ave NW, 7th & F St NW / National Portrait Gallery, W00420, Member
364229, 2017/1/1 12:56, 2017/1/1 13:03, Ward Circle / American University, Wisconsin Ave & Newark St NW, W22734, Member
2568667, 2017/1/1 12:57, 2017/1/1 13:39, Bethesda Ave & Arlington Rd, 34th & Water St NW, W00293, Casual
190275, 2017/1/1 12:57, 2017/1/1 13:00, 4th & M St SW, 4th & E St SW, W20518, Member
6605138, 2017/1/1 12:57, 2017/1/1 14:47, California St & Florida Ave NW, Jefferson Memorial, W22212, Casual
1202295, 2017/1/1 12:57, 2017/1/1 13:17, Monroe St & Monroe Pl, Monroe St & Monroe Pl, W22480, Casual
517650, 2017/1/1 12:57, 2017/1/1 13:06, Florida Ave & R St NW, Union Market/6th St & Neal Pl NE, W20056, Member
6582428, 2017/1/1 12:57, 2017/1/1 14:47, California St & Florida Ave NW, Jefferson Memorial, W00585, Casual
536538, 2017/1/1 12:58, 2017/1/1 13:07, 1st & M St NE, New York Ave & 15th St NW, W22439, Member
377814, 2017/1/1 12:58, 2017/1/1 13:04, Columbus Circle / Union Station, 3rd & D St SE, W00620, Member
3164693, 2017/1/1 12:58, 2017/1/1 13:51, 17th St & Massachusetts Ave NW, Eastern Market / 7th & North Carolina Ave SE, W20656, Casual
1610946, 2017/1/1 12:58, 2017/1/1 13:25, 15th & P St NW, Jefferson Dr & 14th St SW, W20250, Casual
1605670, 2017/1/1 12:58, 2017/1/1 13:25, 15th & P St NW, Jefferson Dr & 14th St SW, W00826, Casual
3148272, 2017/1/1 12:59, 2017/1/1 13:51, 17th St & Massachusetts Ave NW, Eastern Market / 7th & North Carolina Ave SE, W22531, Casual
1961871, 2017/1/1 12:59, 2017/1/1 13:32, Columbia Pike & S Dinwiddie St / Arlington Mill Community Center, George Mason Dr & Wilson Blvd, W22499, Member
611492, 2017/1/1 12:59, 2017/1/1 13:09, 13th St & New York Ave NW, 18th & M St NW, W20531, Member
406761, 2017/1/1 12:59, 2017/1/1 13:06, 1st & O St NW, 7th & T St NW, W22524, Member
319663, 2017/1/1 12:59, 2017/1/1 13:05, 14th St & Spring Rd NW, 14th & Irving St NW, W00647, Member
1043689, 2017/1/1 13:00, 2017/1/1 13:17, 10th & Florida Ave NW, 9th & Upshur St NW, W00618, Member
790612, 2017/1/1 13:00, 2017/1/1 13:13, Lamont & Mt Pleasant NW, 15th & P St NW, W21660, Member
5210075, 2017/1/1 13:00, 2017/1/1 14:27, 15th St & Massachusetts Ave SE, Columbia Pike & S Dinwiddie St / Arlington Mill Community Center, W20295, Casual
5251030, 2017/1/1 13:00, 2017/1/1 14:28, 15th St & Massachusetts Ave SE, Columbia Pike & S Dinwiddie St / Arlington Mill Community Center, W20570, Casual
2833679, 2017/1/1 13:01, 2017/1/1 13:48, 17th St & Independence Ave SW, 17th St & Independence Ave SW, W22888, Casual
1079813, 2017/1/1 13:01, 2017/1/1 13:19, Georgetown Harbor / 30th St NW, 4th & M St SW, W00353, Member
664425, 2017/1/1 13:01, 2017/1/1 13:12, Constitution Ave & 2nd St NW/DOL, Eastern Market Metro / Pennsylvania Ave & 7th St SE, W00887, Member
1512994, 2017/1/1 13:01, 2017/1/1 13:26, 12th St & Pennsylvania Ave SE, 12th St & Pennsylvania Ave SE, W20741, Member
501635, 2017/1/1 13:01, 2017/1/1 13:09, Massachusetts Ave & Dupont Circle NW, 14th & Belmont St NW, W00740, Member
676601, 2017/1/1 13:01, 2017/1/1 13:12, New Hampshire Ave & T St NW, 3rd & Elm St NW, W20039, Member
829916, 2017/1/1 13:01, 2017/1/1 13:15, 4th & M St SW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W20480, Member
972322, 2017/1/1 13:01, 2017/1/1 13:17, 10th & Florida Ave NW, 9th & Upshur St NW, W21378, Member
1453912, 2017/1/1 13:01, 2017/1/1 13:25, 15th & P St NW, Jefferson Dr & 14th St SW, W22161, Casual
1864696, 2017/1/1 13:01, 2017/1/1 13:32, 4th St & Madison Dr NW, Henry Bacon Dr & Lincoln Memorial Circle NW, W22768, Casual
3693448, 2017/1/1 13:01, 2017/1/1 14:03, Henry Bacon Dr & Lincoln Memorial Circle NW, Washington & Independence Ave SW/HHS, W01267, Casual
1859806, 2017/1/1 13:01, 2017/1/1 13:32, 4th St & Madison Dr NW, Henry Bacon Dr & Lincoln Memorial Circle NW, W01388, Casual
3660292, 2017/1/1 13:01, 2017/1/1 14:02, Henry Bacon Dr & Lincoln Memorial Circle NW, Washington & Independence Ave SW/HHS, W20899, Casual
1335166, 2017/1/1 13:01, 2017/1/1 13:24, Henry Bacon Dr & Lincoln Memorial Circle NW, 10th St & Constitution Ave NW, W20379, Casual
8681810, 2017/1/1 13:01, 2017/1/1 15:26, Jefferson Memorial, Ohio Dr & West Basin Dr SW / MLK & FDR Memorials, W00193, Casual
1318220, 2017/1/1 13:01, 2017/1/1 13:23, Henry Bacon Dr & Lincoln Memorial Circle NW, 10th St & Constitution Ave NW, W22640, Casual
369082, 2017/1/1 13:02, 2017/1/1 13:08, 5th & K St NW, 3rd & M St NE, W20756, Member
864570, 2017/1/1 13:02, 2017/1/1 13:16, Henry Bacon Dr & Lincoln Memorial Circle NW, 18th St & Pennsylvania Ave NW, W21636, Casual
4318593, 2017/1/1 13:02, 2017/1/1 14:14, 23rd & Crystal Dr, Lincoln Memorial, W21021, Casual
4438927, 2017/1/1 13:02, 2017/1/1 14:16, 17th St & Independence Ave SW, 17th St & Independence Ave SW, W01135, Casual
4284486, 2017/1/1 13:02, 2017/1/1 14:13, 23rd & Crystal Dr, Lincoln Memorial, W22834, Casual
488830, 2017/1/1 13:02, 2017/1/1 13:11, 8th & O St NW, 3rd & Elm St NW, W22684, Member
12922105, 2017/1/1 13:03, 2017/1/1 16:38, Lincoln Memorial, 11th & F St NW, W00898, Casual
1168359, 2017/1/1 13:03, 2017/1/1 13:22, 4th & East Capitol St NE, 8th & H St NW, W21757, Member
12931809, 2017/1/1 13:03, 2017/1/1 16:39, Lincoln Memorial, 11th & F St NW, W00412, Casual
1765150, 2017/1/1 13:03, 2017/1/1 13:33, Smithsonian-National Mall / Jefferson Dr & 12th St SW, Eastern Market Metro / Pennsylvania Ave & 7th St SE, W22528, Member
