演员,类型,整理后剧名,上映时间,语言,评分,地区,导演,差评数,评分人数,播放量,好评数
袁立/钟汉良/巍子/陈锐/宋佳/刘雨鑫/石小群/刘毓滨/何涌生/袁苑,商战剧/言情剧/年代剧/粤语电视剧/超清1080P,上海王,2008,国语,8.1,内地,潘文杰,5236,27205,44080000,21969
言承旭/佟丽娅/冯婧/黄柏钧/郑雅文/吴玉芳/吕行,青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,恋恋不忘,2014,国语,7.3,内地,曾丽珍/王丽文,15428,57220,85470000,41792
言承旭/海陆/曾恺t/田家达,青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,因为爱,2016,国语,7.9,内地,张孝正,8360,40156,99060000,31796
许亚军/刘琳/周莉/冯雷/霍青/张澍/刘冬/黄明/朱铁,家庭剧/言情剧/剧情/粤语电视剧/超清1080P,原谅,2008,国语,5.7,内地,安战军,2898,6743,18130000,3845
许亚军/张恒/于小慧/田小洁/章杰/张谦/韩雯雯,罪案剧/剧情/都市/粤语电视剧,黑色郁金香,2004,国语,6.3,内地,马为,82,221,513000,139
许晴/陈宝国,言情剧/剧情/悬疑剧/粤语电视剧,半个月亮,2004,国语,5.8,内地,毛卫宁,449,1072,1220000,623
许晴/陈道明/刘金山/程前/任程伟,军旅剧/年代剧/粤语电视剧/超清1080P,沙家浜,2006,国语,5.2,内地,沈星浩,607,1258,10730000,651
谢兰/王新军/丁柳元/陈锐/莫诗旎,家庭剧/剧情/都市/粤语电视剧/超清1080P,继母后妈,2008,国语,6.1,内地,杨晶,1291,3288,8440000,1997
谢刚/古月/刘劲/卢奇,历史剧/剧情/都市/粤语电视剧/超清1080P,陈云在1949,1999,国语,6.5,内地,詹相持,35,101,245000,66
谢君豪/归亚蕾/李沁/何琳/杨雨婷/于小彤/徐海乔/李艳/高洋,商战剧/家庭剧/言情剧/年代剧/粤语电视剧/超清1080P,娘心计,2014,国语,7.8,内地,曾念平/王玮廷,4494,20451,62630000,15957
谢园/姜宏波/岳跃/杜志国,罪案剧/悬疑剧/剧情/都市/粤语电视剧,谁与争锋,2006,国语,6.1,内地,石磊,588,1521,3640000,933
谢园/郑爽(大)/石境/刘岷/徐杨/郭柏松,家庭剧/剧情,回头是爱,2000,国语,4.4,内地,张世澄,43,77,246000,34
谢帅/李梓溪/张骁晗/蔡蝶/刘炫锐/吴优,青春剧/都市/粤语电视剧/超清1080P,淑女涩男,2015,国语,9,内地,何念,8826,85002,183000000,76176
谢昀杉/任鹏/苏丽/张世会/周波/王伟,历史剧/剧情/年代剧/谍战剧/粤语电视剧/超清1080P,迷魂谷,2009,国语,5.7,内地,梁巨才,1398,3277,11250000,1879
谢昀杉/苏廷石/杨若兮/姬晨牧/夏于乔/王冰/王思懿/秦一铭/张芮/方征,喜剧/古装剧/剧情/粤语电视剧/超清1080P,人小鬼大刘罗锅,2006,国语,7.6,内地,朱德承,1937,8100,18020000,6163
谢祖武/郭珍霓/陈昭荣/赵圆圆/臧洪娜/王宇婕/张雅萌/姚卓君/陈之辉/唐冉昕,家庭剧/言情剧/年代剧/粤语电视剧/超清1080P,完美新娘,2013,国语,6.1,内地,罗福,3781,9817,16030000,6036
谢钢/徐熙颜/陈美行/陈昀/王梓桐/赵楚仑/王萌黎/叶青,言情剧/剧情/都市/粤语电视剧/超清1080P,真爱背后,2012,国语,6,内地,郭方宏,1741,4315,8560000,2574
谢霆锋/蔡卓妍/吴亚桥/关智斌/郑希怡/孙祖杨/张蒲薪/孙熙/江水,穿越剧/青春剧/言情剧/古装剧/偶像剧/粤语电视剧/超清1080P,剑侠情缘,2011,国语,8.7,内地,吴亚桥,19622,154598,218000000,134976
谭凯/于明加/韩青,言情剧/剧情/都市/粤语电视剧,婚姻相对论,2007,国语,5.8,内地,孙祥,701,1660,2480000,959
谭洋/周征波/郭常辉/储小蕾,军旅剧/历史剧/年代剧/粤语电视剧/超清1080P,红色利剑,2012,国语,5.9,内地,王伟民/王立东,824,2015,4850000,1191
谷智鑫/刘牧/阿斯茹/孔斐/吴雨桥/鲍蕾/刘滢/陈浩/孙飞虎,言情剧/剧情/年代剧/谍战剧/粤语电视剧/超清1080P,山菊花,2007,国语,5.7,内地,王冀邢,2284,5292,9530000,3008
谷智鑫/王珂/冯海煜/仁青东珠/魏震/冯玉玺/黑子,军旅剧/历史剧/剧情/粤语电视剧/超清1080P,大刀记,2015,国语,7.6,内地,赵俊凯,22293,92352,306000000,70059
谷智鑫/童苡萱/齐峰/斌子/鲍鲲/孙鹏滨/赵子惠,剧情/军旅剧/年代剧/粤语电视剧/超清1080P,铁血武工队,2014,国语,8.5,内地,孙小光,8127,55830,202999999,47703
谷智鑫/赵子惠/鲍鲲/斌子/齐峰/纪永清,军旅剧/言情剧/年代剧/粤语电视剧/超清1080P,武工队传奇,2013,国语,8,内地,赵浚凯,20723,106132,331000000,85409
贺丹丹/刘小溪,剧情/家庭剧/农村剧/粤语电视剧/超清1080P,绿野,2011,国语,5.9,内地,文世斌,1584,3847,9290000,2263
贺刚/王力可/刘流/邵峰/王晓曦/吴连生/修睿/句号/王伟光/王红梅,言情剧/剧情/农村剧/粤语电视剧/超清1080P,大村官之放飞梦想,2015,国语,7.6,内地,刘流/周英男,6250,26288,66080000,20038
贺刚/赵丹,喜剧/言情剧/剧情/都市/粤语电视剧/超清1080P,爱情的10字路口,2014,国语,6.2,内地,王宝彦,132,346,866000,214
贺刚/赵丹,青春剧/言情剧/剧情/粤语电视剧/超清1080P,爱情的10字路口,2014,国语,5.8,内地,王红军,39,93,279000,54
贾一平/孙晶晶/张峻宁/张俪,言情剧/剧情/都市/粤语电视剧,梦里花落知多少,2007,国语,6.7,内地,蒋钦民,241,727,891000,486
贾一平/杨恭如/王刚/斯琴高娃/陈实/苗海忠,宫廷剧/言情剧/古装剧/粤语电视剧,凤临阁,2004,国语,5.5,内地,张彬/张强,472,1054,1800000,582
贾一平/牛莉/朱宏嘉/马元/修庆/陈颢文/郑晓宁/刘亚津/周莉/苏茜薇/刘娜萍/贾照/关琪莹/魏小军/沈丹萍,喜剧/青春剧/言情剧/粤语电视剧/超清1080P,完美婚礼,2011,国语,6.6,内地,夏钢,889,2589,27620000,1700
贾一平/王庆祥/陆剑民/高明/傅冲/何苗/丁宁/杜旭东/储智博,军旅剧/剧情/粤语电视剧/超清1080P,旗舰,2008,国语,6.4,内地,巴特尔,3288,9019,15130000,5731
贾一平/董晓燕/曾黎/赵子琪,家庭剧/都市/粤语电视剧,廖家,2007,国语,5.4,内地,刘新,264,574,1100000,310
贾乃亮/朱敏/王菁华/张希临/吴玉华,家庭剧/言情剧/剧情/粤语电视剧,雕刻时光,2006,国语,6.5,内地,李小平,203,578,408000,375
贾乃亮/王泊文/王子文/万茜/潘虹/孔琳,家庭剧/剧情/年代剧/粤语电视剧,生死桥,2010,国语,6.5,内地,田沁鑫,987,2786,4430000,1799
贾乃亮/颖儿/杜淳/熊乃瑾/彭博/戴航/刘烨（女）/李彦希/赵中伟/姚中华,青春剧/言情剧/都市/偶像剧/粤语电视剧/超清1080P,冰与火的青春,2015,国语,7.2,内地,潘镜丞,2208,7906,9750000,5698
贾青/郭家铭/李雯雯/杨轶然/三浦研一/王纪弦,历史剧/剧情/年代剧/谍战剧/粤语电视剧/超清1080P,游击兵工厂,2013,国语,7.6,内地,石伟,5567,23566,57380000,17999
贾静雯/元彪/曹颖/马伊俐/王亚楠,言情剧/年代剧/粤语电视剧/超清1080P,儿女英雄传,1999,国语,7.2,内地,蒋家骏,505,1796,7150000,1291
贾静雯/赵文卓/高圆圆/刘雪华/岳跃利/吕行/钟亮/孙岩/刘恒宇/王岗,古装剧/宫廷剧/粤语电视剧/超清1080P,神医侠侣,2004,国语,7.3,内地,赖水清,2372,8634,14150000,6262
赵丽颖/郑恺/蔡文静/郑家彬/车晓/付静/于小伟/王祉萱/孟瑞/马靓/耿乐/王茂蕾,都市/青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,加油吧实习生,2015,国语,8.5,内地,孙皓,38724,257629,115999999,218905
赵亮/仇小豹/庞祖云/王群英,剧情/都市/粤语电视剧/超清1080P,山城棒棒军,1997,国语,6.7,内地,束一德,669,2030,4860000,1361
赵亮/朱泳腾/宋妍/宋晓娜/博弘/伍松/朱宏嘉/陆诗雨/海波/赵敏芬/洪宇宙,历史剧/古装剧/粤语电视剧,风流才子纪晓岚,2001,国语,6.9,内地,孙树培,1111,3632,33450000,2521
赵君/郭金/胡小光/刘威葳/钱志/华子/高景文/黄渤/陶泽如,罪案剧/悬疑剧/粤语电视剧,冲出绝境,2006,国语,5.9,内地,管虎,752,1852,11660000,1100
赵子琪/陶泽如,剧情/都市/粤语电视剧,欲望旅程,2004,国语,6,内地,王永,168,419,1250000,251
赵峥/童蕾/马少骅/张丹峰/何音,商战剧/言情剧/年代剧/粤语电视剧/超清1080P,当家大掌柜,2014,国语,6.3,内地,周力,3203,8594,22290000,5391
赵恒煊/杜源/谢兰/郭凯敏/姚刚/黄圣依,古装剧/剧情/粤语电视剧/超清1080P,王屋下的传说,2008,国语,8.2,内地,吴家骀,389,2186,5580000,1797
赵成顺/梁秋予/修革,罪案剧/悬疑剧/剧情/都市/粤语电视剧/超清1080P,天网追踪,2007,国语,5.5,内地,雷丹,1464,3266,7510000,1802
赵敏芬/李冬/李秀明/张璋,青春剧/剧情/都市/粤语电视剧/超清1080P,让我们荡起双桨,1991,国语,7.7,内地,王保华,31,132,135000,101
赵文卓/何润东/孙兴/黄奕/秦岚/陈怡蓉/李立群,神话剧/武侠剧/古装剧/粤语电视剧/超清1080P,风云2,2005,国语,8.8,台湾,李惠民,16354,138480,95630000,122126
赵文卓/宁静/保剑锋/刘德凯,神话剧/古装剧/剧情/粤语电视剧/超清1080P,雪域迷城,2006,国语,6.9,内地,赖水清,2708,8745,13310000,6037
赵文卓/王九胜/陈怡蓉/刘仪伟/卢星宇/黄明升/王刚,宫廷剧/古装剧/粤语电视剧/超清1080P,御前4宝,2004,国语,9.4,内地,黄祖权,984,16384,17300000,15400
赵文卓/王学兵/乔振宇/于承惠/张博/计春华/桑伟淋/吕良伟/蔡少芬/李小冉,武侠剧/古装剧/剧情/粤语电视剧/超清1080P,7剑下天山,2006,国语,6.7,内地,霍耀良,3448,10312,20250000,6864
赵文卓/袁洁莹/刘家辉/仓田保昭/李赛凤/刘子蔚/国建勇/寇占文,剧情/年代剧/粤语电视剧/超清1080P,中华大丈夫,2000,国语,6.3,内地,徐小明,1815,4864,10680000,3049
赵文u/刘一兵/吴文伦,罪案剧/剧情/粤语电视剧,浴血男儿,2003,国语,4.5,内地,刘立京,677,1221,2660000,544
赵文u/印小天,军旅剧/历史剧/年代剧/粤语电视剧/超清1080P,闯天下,2013,国语,5.6,内地,吴子牛,1457,3345,9860000,1888
赵文u/徐帆/刘仙堂/刘莉莉/卡尔/韩晓/高天/乐山,家庭剧/言情剧/年代剧/粤语电视剧,大国医,2009,国语,6.5,内地,吴子牛,622,1784,9620000,1162
赵文u/海陆/佟丽娅/于峻/李h/袁姗珊,家庭剧/剧情/年代剧/粤语电视剧,女儿门,2010,国语,6.9,内地,姚远/张波,165,539,1480000,374
赵文u/王静/邓瑛/周文/袁姗姗,历史剧/剧情/年代剧/粤语电视剧/超清1080P,战争和人,2014,国语,6,内地,黄克敏,130,322,980000,192
赵文u/范冰冰/牛振华/朱恒/普超英/王挺,罪案剧/剧情/都市/粤语电视剧,突发事件,2007,国语,6.2,内地,于庚庚,119,310,1560000,191
赵文u/蒋林静/余少群/孙耀琦/高昊/郑则仕/惠英红/归亚蕾/郑国霖/罗家英,宫廷剧/历史剧/剧情/粤语电视剧/超清1080P,末代皇帝传奇,2015,国语,8.6,内地,王响伟/郑延渝,4972,35557,89420000,30585
赵有亮,剧情/年代剧/粤语电视剧/超清1080P,吴晗,1990,国语,7.5,内地,凌子风,14,55,63241,41
赵本山/小沈阳/唐鉴军/于月仙/程野/毕畅/翟星月/杨冰/陈爽/小沈龙,年代剧/剧情/喜剧/商战剧/粤语电视剧/超清1080P,不是钱的事,2012,国语,7.6,内地,傅百良,787,3213,12200000,2426
赵毅/温兆伦/何中华/文静,剧情/年代剧/粤语电视剧/超清1080P,丐侠传奇,2010,国语,6.5,内地,何树培/鲁冬青,1642,4710,13880000,3068
赵纯阳/严丰/李婷/王建军,罪案剧/剧情/粤语电视剧/超清1080P,谁在你背后,2006,国语,5.9,内地,张汉杰,229,557,1760000,328
车永莉/于军/张铁林,古装剧/剧情/粤语电视剧,戚继光之雷峰塔英雄传,2003,国语,7.3,内地,高军,360,1353,2960000,993
辛柏青/黄曼/杜源/闫学晶/周璞/林伊婷/高姝瑶/郭秋成,家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P,跟我回家,2014,国语,7.8,内地,顾晶,5424,24758,65790000,19334
辰亦儒/李相林/赵骏亚/李罗/蔡黄汝/陈为民,言情剧/偶像剧/粤语电视剧/超清1080P,我爱幸运7,2013,国语,8.6,台湾,明金成,1942,14140,13190000,12198
边潇潇/赵子惠/钟丽缇/向梅/杜淳,喜剧/言情剧/古装剧/粤语电视剧,江湖俏佳人,2004,国语,9.2,内地,郭靖宇,854,11322,28100000,10468
连奕名/杜淳/张嘉译/杨若兮/王鸿飞/王佳宁/苏登扎木苏/武强/李印/祝捷/徐立,言情剧/年代剧/谍战剧/粤语电视剧/超清1080P,雪狼谷,2012,国语,8,内地,连奕名,6033,29480,61430000,23447
连奕名/王佳宁/郑昊/王力可/刘威/矢野浩二,军旅剧/历史剧/年代剧/粤语电视剧/超清1080P,大刀,2007,国语,8.5,内地,连奕名,2803,18380,60330000,15577
连奕名/王挺/谷智鑫/赵会南/赵子惠/鲍鲲/齐峰/陈光宝,军旅剧/言情剧/剧情/粤语电视剧/超清1080P,穿越火线,2014,国语,8,内地,赵浚凯,5221,26168,106000000,20947
连奕名/童蕾/杜志国/何政军/赵会南/李雨泽/曹克难/郭昊伦/许毛毛/孙鹏滨/王乐君,军旅剧/年代剧/粤语电视剧,天阵,2010,国语,8.1,内地,赵浚凯,5039,25857,43400000,20818
连奕名/罗海琼/韩青/史兰芽/阿斯茹/卢誉文/习先锋,家庭剧/言情剧/粤语电视剧,几度菊花香,2006,国语,5.7,内地,磐石/陶诗伟,1717,4026,7370000,2309
连奕名/芦亚宁/卢毅/周扬/徐雅祺/曹馨月/王佳宁/刘威/王奎荣/刘金山/柴浩,军旅剧/谍战剧/粤语电视剧/超清1080P,中天悬剑,2009,国语,9.6,内地,连奕名,6648,155485,83720000,148837
连奕名/莫小奇/高琛/武美沁/李迎旗/马君/曹馨月/许正廷,罪案剧/言情剧/年代剧/粤语电视剧/超清1080P,大象,2007,国语,6.4,内地,连奕名/刘一志,1478,4132,20180000,2654
连奕名/郭柯宇/张立/何中华/王挺,军旅剧/历史剧/粤语电视剧/超清1080P,烈火金刚,2003,国语,6.1,内地,王奕开,3761,9750,47600000,5989
连奕名/黑子/白海涛/管乐/斯琴高娃/王彤羽/李宜娟,军旅剧/剧情/谍战剧/粤语电视剧/超清1080P,左手劈刀,2015,国语,7.4,内地,李印,62347,239064,388000000,176717
迟佳/蒋欣/夏凡/林园/邢志东/金铁峰/张艺龙/米冈宽纯,剧情/谍战剧/粤语电视剧/超清1080P,蚂蚱,2016,国语,8.1,内地,金姝慧,6950,36567,192000000,29617
邓英/肖荣生/蒋欣/赵燕国彰,家庭剧/悬疑剧/剧情/都市/粤语电视剧/超清1080P,危情杜鹃,2005,国语,5.9,内地,柳国庆,877,2157,3160000,1280
邓超/田海蓉/刘潇潇/姜峰/程莉莎,历史剧/剧情/年代剧/粤语电视剧,少年康有为,2006,国语,6.6,内地,张中一/杨放,275,808,1040000,533
邓超/董洁/高虎/王大治/王梓蘅/肖雨雨/金丰/廖学秋/夏一瑶,青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,相爱10年,2014,国语,8.2,内地,刘惠宁,13510,73290,96440000,59780
邓超/郝蕾/潘虹/何赛飞/霍思燕/杨蓉,宫廷剧/历史剧/粤语电视剧/超清1080P,少年天子之顺治王朝,2005,国语,8.9,内地,刘恒,4844,45690,53830000,40846
邢佳栋/岳跃/王海燕/冯国强/陈刚/石凉/杨童舒/张临,罪案剧/剧情/粤语电视剧/超清1080P,缉毒精英,2013,国语,6.5,内地,惠楷栋,2073,5917,13810000,3844
邢佳栋/李幼斌/宋佳/张博,罪案剧/青春剧/家庭剧/粤语电视剧/超清1080P,雾里看花,2009,国语,8.9,内地,邵雄,1164,10927,29610000,9763
邢佳栋/程b/徐唯/徐唯/张琛/钱波/孙夕尧,言情剧/剧情/农村剧/粤语电视剧/超清1080P,养父的花样年华,2014,国语,7.2,内地,何群,16186,57830,124000000,41644
邢佳栋/童瑶/张博/梁诗冉/秦卫东/吴冕/廖伟/张海燕,剧情/年代剧/粤语电视剧/超清1080P,桥隆飙,2010,国语,6.6,内地,金姝慧,1936,5632,28130000,3696
邢佳栋/蒋欣/冯恩鹤/谢紫彬/谢紫彬/黄河/熊梓菱/邢瀚卿/葛四/杨佩衡,剧情/言情剧/年代剧/悬疑剧/粤语电视剧/超清1080P,麻雀春天,2015,国语,7.5,内地,潘越,3181,12481,44260000,9300
邢佳栋/铁伟光/林晓凡/于震/程b/杨念生/骆佳/高扬棋,历史剧/剧情/谍战剧/粤语电视剧/超清1080P,零炮楼,2013,国语,6.1,内地,何群,398,1021,4180000,623
邱心志/李佳U/午马/高秀敏/金莉莉/普超英,言情剧/古装剧/剧情/粤语电视剧,风筝奇缘,2003,国语,6.7,内地,张多福,1323,3999,3820000,2676
邱心志/秦岚/吴孟达,言情剧/武侠剧/古装剧/粤语电视剧/超清1080P,护花奇缘,2006,国语,6.3,内地,李永民,1208,3309,5810000,2101
邱心志/顾宝明/李立群/屈中恒/翟乃社/肖扬,宫廷剧/历史剧/古装剧/剧情/粤语电视剧,帝王之旅,2000,国语,6.9,内地,余明生,411,1306,1320000,895
邱心志/黄奕/何润东/蒋勤勤/童安格/张晨光,武侠剧/古装剧/剧情/粤语电视剧/超清1080P,卧虎藏龙,2001,国语,6.4,内地,张健伟/丁仰国/梁欣全/刘崇峰,415,1143,3730000,728
邱泽/唐嫣/徐正曦/戚薇/温升豪,言情剧/偶像剧/粤语电视剧/超清1080P,爱情睡醒了,2011,国语,9.1,内地,沈怡,74974,816967,572000000,741993
邵兵/宋佳,剧情/悬疑剧/粤语电视剧,生死情劫,2003,国语,5.3,内地,张中一,232,495,1040000,263
邵兵/杨若兮/王新军/高峰/霍亚明/林好/唐以诺/江水/王千友/马杰/张潇恒,青春剧/军旅剧/年代剧/谍战剧/粤语电视剧/超清1080P,石光荣的战火青春,2013,国语,8.1,内地,张汉杰,2053,11089,52030000,9036
邵兵/杨若兮/王新军/高峰/霍亚明/林好/唐以诺/江水/王千友/马杰/张潇恒,青春剧/军旅剧/年代剧/谍战剧/粤语电视剧/超清1080P,石光荣的战火青春,2013,国语,6.3,内地,张汉杰,1039,2798,13820000,1759
邵兵/沈晓海/郑国霖/刘雨涛/张晓玲,武侠剧/古装剧/剧情/粤语电视剧/超清1080P,大汉英雄,2007,国语,5.9,内地,高翊俊,1017,2480,4460000,1463
邵兵/郭金/李宗翰,家庭剧/言情剧/年代剧/粤语电视剧,天地有爱,2001,国语,5.1,内地,陈鸿烈,383,784,1920000,401
邵华/郑邦玉/高维启/李维康/李婉芬,家庭剧/剧情/年代剧/粤语电视剧/超清1080P,4世同堂,1985,国语,7.9,内地,林汝为,282,1323,1330000,1041
邵峰/刘威葳/刘欣/肖光奕/姬晨牧/赵雅莉/贾伟/王禹铮,家庭剧/言情剧/剧情/粤语电视剧/超清1080P,遥远的婚约,2016,国语,6.8,内地,顾晶,8085,25330,92060000,17245
邵桐/斯琴高丽/孙琳,青春剧/言情剧/剧情/粤语电视剧/超清1080P,走过路过莫错过,2008,国语,6.2,内地,王成刚,353,939,3820000,586
邵汶/李依晓/王耀庆/于越/王浩钧,剧情/年代剧/粤语电视剧/超清1080P,大江东去,2015,国语,7,内地,胡玫,248,814,3280000,566
邹兆龙/俞飞鸿/贺刚/李若嘉,历史剧/剧情/年代剧/粤语电视剧/超清1080P,大南迁,2013,国语,6.5,内地,王千/阎清秀,549,1578,3490000,1029
郑元畅/林依晨/汪东城/赵咏华/张永正/许玮甯/唐从圣/章柏翰/炎亚纶,言情剧/偶像剧/青春剧/粤语电视剧/超清1080P,恶作剧之吻,2005,国语,8.7,台湾,瞿友宁,26484,204518,146000000,178034
郑凯/钟思华/修庆/王伯昭/王鹏凯/阿斯茹,军旅剧/年代剧/粤语电视剧/超清1080P,喋血边城,2012,国语,6.2,内地,刘逢声,180,468,1790000,288
郑则仕/鲍起静/李可妮/斯琴高娃/郝蕾/关礼杰,喜剧/家庭剧/粤语电视剧/超清1080P,肥猫寻亲记,2002,国语,7.7,内地,陈文宽,462,2047,1290000,1585
郑国霖/杨恭如/娜仁花/宫筱轩/郭珍霓/黄俊鹏,家庭剧/言情剧/剧情/粤语电视剧/超清1080P,当人心遇上仁心,2015,国语,6.9,内地,郭廷波,5187,16884,44710000,11697
郑国霖/沈智浩/符馨尹/寇振海,家庭剧/言情剧/偶像剧/粤语电视剧,命运的春天,2006,国语,4.7,内地,朴哲洙,83,158,328000,75
郑国霖/沈智浩/符馨尹/寇振海/潘洪业/周牧茵,言情剧/剧情/偶像剧/粤语电视剧,你是我的命,2007,国语,6,内地,朴哲洙,466,1161,2750000,695
郑在石,剧情/年代剧/粤语电视剧/超清1080P,出路,1993,国语,6.7,内地,唐果,54,163,235000,109
郑家榆/毛俊杰/常铖/陈宇凡,青春剧/言情剧/偶像剧/粤语电视剧,加油晓惠,2007,国语,5.7,内地,余倩倩,676,1563,1990000,887
郑少秋/恬妞/史可,喜剧/历史剧/古装剧/年代剧/粤语电视剧,千古风流1坛醋,2004,国语,6.6,内地,佟东,1061,3158,5740000,2097
郑少秋/韩再芬/夏宗学,古装剧/剧情/粤语电视剧,清明上河图,2003,国语,6.8,内地,于记伟/刘健,543,1703,3330000,1160
郑恩地/徐仁国/Hoya Niel/申素毓/殷志源/李施┋宋钟浩/Tony An/文熙俊/金钟民,喜剧/青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,回答吧1997,2012,韩语,9.1,韩国,申元浩,6418,72094,42320000,65676
郑晓宁/于晓光/张岩/安泽豪/王强/杨树泉/赵纯阳/张晗/董h,商战剧/剧情/粤语电视剧,生死博弈,2010,国语,6.2,内地,高战,617,1629,4190000,1012
郑晓宁/吴越/国永振/罗二羊/田雨,罪案剧/剧情/都市/粤语电视剧/超清1080P,信访局长,2015,国语,5.8,内地,张惠中,1504,3615,10000000,2111
郑智薰/唐嫣/罗晋/迪丽热巴/姚奕辰/郭柯彤/张雯/傅方俊/白凡/王东/薛祺/王艺博/马捷/张兰/朱薇薇/陆忠/杜娟/张译文/聂新源,都市/言情剧/偶像剧/青春剧/粤语电视剧/超清1080P,克拉之恋,2015,国语,8.8,内地,陈铭章,28613,243932,86650000,215319
郑智薰/唐嫣/罗晋/迪丽热巴/姚奕辰/郭柯彤/张雯/王艺博/郭静琳/白凡,都市/言情剧/偶像剧/青春剧/粤语电视剧/超清1080P,克拉恋人,2015,国语,7.3,内地,陈铭章,12949,48490,31220000,35541
郑有美/李镇旭/金基石/姜艺瑟/金智宇,青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,需要浪漫2012,2012,韩语,8.2,韩国,李昌汉,4946,27099,29510000,22153
郑清文/司光敏/弼祺/杨潇/李艳冰/江易珈/吴林,罪案剧/剧情/都市/粤语电视剧/超清1080P,带泪梨花之美丽重生,2012,国语,7.6,内地,王连平,918,3779,7280000,2861
郑爽/张翰/江语晨/狄杰/乔任梁/孙骁骁/孟广美,青春剧/言情剧/偶像剧/粤语电视剧/超清1080P,胜女的代价2番外篇,2013,国语,8.6,内地,张博昱,2721,19262,12760000,16541
郝平/李菁菁/徐黄丽/谢天华/翁虹/冷海铭/刘晓晔/吴竞/朱璇,家庭剧/言情剧/都市/粤语电视剧/超清1080P,爸爸是条龙,2015,国语,7.7,内地,刘一志,4800,21141,53900000,16341
郭东文/杨童舒/由力/周建鹏/徐韬/沈丹萍,家庭剧/剧情/农村剧/粤语电视剧/超清1080P,同心兄弟,2013,国语,7.1,内地,罗浩/刘建华,121,414,1420000,293
郭冬临/于小慧/凯丽/王娟,家庭剧/言情剧/剧情,太太反击战,2003,国语,5.5,内地,陈少波,1085,2438,2690000,1353
郭冬临/刘敏/郭柏鹭/史磊/卢野/路骁天/孙梦晴/雅宁,喜剧/古装剧/粤语电视剧,万卷楼,2009,国语,9.9,内地,袁刚/成志超,3320,261168,18490000,257848
郭冬临/李琦/孙悦/徐松子,喜剧/家庭剧/剧情/粤语电视剧/超清1080P,家和万事兴,1998,国语,6.1,内地,陈之胜,735,1908,1160000,1173
郭冬临/舒畅/姜武/英达,喜剧/家庭剧/粤语电视剧,家和万事兴之年夜饭,2005,国语,5,内地,宫晓东,391,784,521000,393
郭冬临/闫学晶/黄晓娟/柏青/王晓曦/郭旺,家庭剧/言情剧/农村剧/粤语电视剧,欢乐的海,2008,国语,6.6,内地,白羽,2169,6342,9770000,4173
郭凯敏/韩影/魏宗万/陈继铭/秦子越/孙琳琳/甘于小雪/齐子修/彭刚/高克飞,家庭剧/剧情/农村剧/粤语电视剧,乐意为人,2006,国语,6.1,内地,张友龄,1366,3501,8440000,2135
郭广平/陈宝国/韩雪/潘虹/高明/傅淼/陶慧敏/王/孙维民/刘旭/沈保平/蔡传道/毕海峰,军旅剧/谍战剧/粤语电视剧/超清1080P,决战南京,2010,国语,8.9,内地,沈悦/沈严,8323,77901,74560000,69578
郭晋安/寇振海/曾宝仪/何苗,言情剧/历史剧/古装剧/粤语电视剧/超清1080P,傻王闯天下,2004,国语,6.2,内地,程宏庆,3843,10098,10080000,6255
郭晓东 (小)/贾青/杨溢/万梓良/吕凉/三浦研一/侯煜/张铮/杨树林/任山,剧情/谍战剧/粤语电视剧/超清1080P,劫中劫,2015,国语,7,内地,郑志勇,7845,26116,97730000,18271
郭晓东/王斑/车永莉/张帆/郭超/马杰/杨舒枫/宋雨霏,军旅剧/剧情/粤语电视剧/超清1080P,生死兄弟情,2015,国语,7.6,内地,萧峰,2629,10956,31590000,8327
郭晓冬/朱杰/林江国/王往/钟卫华/马光泽/苏茂洋/苏茂洋,军旅剧/剧情/粤语电视剧/超清1080P,菜刀班尖刀连,2015,国语,7.9,内地,包福明,4485,20876,74880000,16391
郭法曾,历史剧/年代剧/粤语电视剧/超清1080P,少奇同志在东北,1985,国语,5.7,内地,王保华,106,247,290000,141
郭法曾,历史剧/剧情/年代剧/粤语电视剧/超清1080P,少奇同志在武汉,1988,国语,6.1,内地,王保华,62,159,124000,97
郭法曾,历史剧/剧情/年代剧/粤语电视剧/超清1080P,少奇同志在安源,1993,国语,8.7,内地,王保华,13,99,109000,86
郭涛/刘欣/赵燕国彰/董晓燕/岳秀清,家庭剧/剧情/都市/粤语电视剧,说老公坏话,2003,国语,4.7,内地,罗卉,58,109,366000,51
郭涛/朱雨辰/于娜/小李琳/刘桦/华子/谭歆柔/马恩然,都市/喜剧/悬疑剧/粤语电视剧,信义,2010,国语,6.8,内地,季欢,614,1941,2990000,1327
郭涛/郭涛/王正军/肖英,言情剧/剧情/年代剧/粤语电视剧/超清1080P,相煎上海滩,1996,国语,5.9,内地,沈悦,144,352,1070000,208
郭碧婷/金世佳/王煜/王洋/朱佳煜,剧情/都市/偶像剧/粤语电视剧/超清1080P,神犬小7,2015,国语,8.7,内地,王小列,11849,92625,36730000,80776
