演员, 类型, 整理后剧名, 上映时间, 语言, 评分, 地区, 导演, 差评数, 评分人数, 播放量, 好评数
金贤淑/罗美兰, 家庭剧/剧情/都市/粤语电视剧/超清1080P, 无理的英爱小姐14, 2015.0, 韩语, 7.6, 韩国, 韩相在, 107.0, 440.0, 238000.0, 333.0
金超群/何家劲/范鸿轩/龙隆/丁小龙/宫宏佳/高靖南/吴海若/傅艺伟/关礼杰/孙耀威/陈婷/陈浩民, 罪案剧/武侠剧/古装剧/粤语电视剧/超清1080P, 新包青天, 2008.0, 国语, 8.6, 内地, 刘立立, 20280.0, 145520.0, 182000000.0, 125240.0
钟正/李家慧/唐超, 青春剧/网络剧/悬疑剧/科幻剧/粤语电视剧/超清1080P, 绝世撸神, 2014.0, 国语, 8.1, 内地, 王郅和, 12950.0, 67055.0, 33540000.0, 54105.0
钟汉良/张檬/张定涵/陈楚河/毛晓彤/姜大卫/宗峰岩/田丽/傅艺伟/吴廷烨, 言情剧/武侠剧/古装剧/粤语电视剧/超清1080P, 天涯明月刀, 2012.0, 国语, 8.7, 内地, 赖水清, 3652.0, 27735.0, 38400000.0, 24083.0
钟汉良/罗珊珊/柯蓝/郭晓东, 言情剧/偶像剧/粤语电视剧/超清1080P, 午夜阳光, 2005.0, 国语, 8.1, 内地, 张晓光, 7532.0, 39922.0, 63700000.0, 32390.0
钟镇涛/大山, 宫廷剧/古装剧/粤语电视剧, 宫廷画师郎世宁, 2003.0, 国语, 8.0, 内地, 张子恩, 322.0, 1635.0, 2420000.0, 1313.0
钟镇涛/王奎荣/姜武/吴卫东, 罪案剧/剧情/都市/粤语电视剧, 誓言, 2003.0, 国语, 5.8, 内地, 石磊, 601.0, 1448.0, 3220000.0, 847.0
钱惠丽/余彬/何佳怡/王滨梅/苏素云, 言情剧/古装剧/剧情/粤语电视剧/超清1080P, 红楼梦, 2002.0, 国语, 6.9, 内地, 梁永璋, 728.0, 2341.0, 3550000.0, 1613.0
闫妮/高亚麟/张乔玫/刘思言/殷桃/郑恺/刘敏/洪剑涛/姜超/毛孩, 喜剧/家庭剧/粤语电视剧/超清1080P, 卫生队的故事, 2008.0, 国语, 9.1, 内地, 尚敬, 1533.0, 17381.0, 31630000.0, 15848.0
闫学晶/乔振宇/宋佳伦/丁柳元/刘佩琦/薛薇/宋晓英/林家川/徐翠翠/范雷/赵雪莲/王也农, 家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 不能没有家, 2015.0, 国语, 7.4, 内地, 孙滔, 3268.0, 12340.0, 34010000.0, 9072.0
闫学晶/张岩/徐成林/雷婷/王洪梅/董连海/郭旺/徐广明/张二丹/李萱, 家庭剧/农村剧/粤语电视剧/超清1080P, 豆腐西施杨7巧, 2014.0, 国语, 8.2, 内地, 顾克利, 15356.0, 85610.0, 88690000.0, 70254.0
闫学晶/杜源/张少华/郭东文/赵芮/褚峰/句号/周建鹏/李梅可, 家庭剧/剧情/粤语电视剧/超清1080P, 家有1老, 2015.0, 国语, 7.0, 内地, 沈燕林, 11140.0, 37173.0, 71910000.0, 26033.0
闫学晶/胡亚捷/王丽云/韩童生/金巧巧/舒耀宣/雷恪生/张明建/何虑, 家庭剧/言情剧/农村剧/粤语电视剧/超清1080P, 俺娘田小草, 2015.0, 国语, 7.0, 内地, 王梓, 77746.0, 255438.0, 676000000.0, 177692.0
闫安/金草/刘科楠/曲晓婉, 喜剧/网络剧/粤语电视剧/超清1080P, 留学公寓, 2014.0, 国语, 7.4, 内地, 詹成霖, 705.0, 2759.0, 1590000.0, 2054.0
闵孝琳/郭时D/郑真英, 言情剧/剧情/都市/粤语电视剧/超清1080P, 百折不挠具海拉, 2015.0, 韩语, 8.6, 韩国, 金荣范/安俊英, 678.0, 4710.0, 2560000.0, 4032.0
阿·叶·索科洛夫/特·亚·奥斯塔普/德·布·西蒙年科/斯·阿·格拉德涅娃/叶·格·马尔采娃, 军旅剧/历史剧/剧情/粤语电视剧, 这里的黎明静悄悄, 2005.0, 国语, 7.6, 内地, 毛卫宁/张光北, 686.0, 2909.0, 3160000.0, 2223.0
阿孜古丽·热西提/梅丽古丽.艾买提/宋佳伦/任帅/巴哈提亚尔/王诗槐/孙嘉/李帅/张玉洁/康群智, 言情剧/剧情/年代剧/粤语电视剧/超清1080P, 丝绸之路传奇, 2015.0, 国语, 6.8, 内地, 王文杰/赵立军, 2783.0, 8649.0, 11290000.0, 5866.0
陆毅/梅婷, 家庭剧/军旅剧/粤语电视剧/超清1080P, 血色童心, 1995.0, 国语, 8.6, 内地, 杨亚洲, 428.0, 3132.0, 2960000.0, 2704.0
陆毅/袁立/孙红雷/温峥嵘/宋春丽/孙洪涛, 罪案剧/剧情/都市/粤语电视剧/超清1080P, 浮华背后, 2002.0, 国语, 7.5, 内地, 汪俊, 211.0, 833.0, 2490000.0, 622.0
陆毅/袁立/苏瑾/尤勇/钱勇夫, 罪案剧/言情剧/粤语电视剧/超清1080P, 永不瞑目, 1999.0, 国语, 9.8, 内地, 赵宝刚, 5856.0, 335937.0, 26930000.0, 330081.0
陈伟霆, 偶像剧/悬疑剧/武侠剧/古装剧/言情剧/粤语电视剧/超清1080P, 少年4大名捕陈伟霆cut集锦, 2015.0, 国语, 7.6, 内地, 梁胜权/黄俊文, 1787.0, 7504.0, 4360000.0, 5717.0
陈伟霆/唐艺昕/冉旭/徐申东/魏大勋/梁田/李泰/菅韧姿/罗云熙/陈胤妃/吴竞/刘立伟/荣蓉/蔡纲/范春霞/林鹏/杨雪, 家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 因为爱情有幸福, 2016.0, 国语, 8.7, 内地, 刘俊杰, 16816.0, 132064.0, 118000000.0, 115248.0
陈伟霆/唐艺昕/冉旭/徐申东/魏大勋/梁田/李泰/菅韧姿/罗云熙/陈胤妃/吴竞/刘立伟/荣蓉/蔡纲/范春霞/林鹏/杨雪, 青春剧/家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 因为爱情有幸福2, 2016.0, 国语, 7.6, 内地, 刘俊杰, 1011.0, 4201.0, 5510000.0, 3190.0
陈伟霆/唐艺昕/冉旭/徐申东/魏大勋/梁田/李泰/菅韧姿/罗云熙/陈胤妃/吴竞/刘立伟/荣蓉/蔡纲/范春霞/林鹏/杨雪, 青春剧/家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 因为爱情有幸福2, 2016.0, 国语, 7.9, 内地, 刘俊杰, 8474.0, 40105.0, 59110000.0, 31631.0
陈佩斯/刘蓓/杨立新/白玉, 家庭剧/都市/粤语电视剧/超清1080P, 好大1个家, 2015.0, 国语, 7.9, 内地, 陈佩斯, 15970.0, 77279.0, 139000000.0, 61309.0
陈创/姜超/陶昕然/尹航/杜宁林/谭希和, 喜剧/青春剧/家庭剧/农村剧/粤语电视剧/超清1080P, 赖汉的幸福指数, 2013.0, 国语, 7.6, 内地, 张培根, 5487.0, 22924.0, 78690000.0, 17437.0
陈勋奇/周海媚/林心如/陈国邦/郑佩佩, 言情剧/年代剧/粤语电视剧/超清1080P, 上海探戈, 1996.0, 国语, 7.3, 内地, 陈勋奇, 226.0, 843.0, 1870000.0, 617.0
陈司翰/胡可/耿胜/毛俊杰/郭凯敏/贾雨岚/白微/孙维民, 青春剧/家庭剧/言情剧/粤语电视剧, 后来, 2007.0, 国语, 5.4, 内地, 张友龄/巩立峰/李德超, 3154.0, 6900.0, 4800000.0, 3746.0
陈国坤/樊少皇/徐少强/周牧茵/王紫u/徐熙颜/叶项明/贺贤威/何中华, 剧情/年代剧/偶像剧/粤语电视剧/超清1080P, 马永贞, 2013.0, 国语, 7.5, 内地, 鞠觉亮/邹集城, 3023.0, 11945.0, 144000000.0, 8922.0
陈坤/曾宝仪/陈志朋/黄觉, 言情剧/武侠剧/古装剧/粤语电视剧/超清1080P, 名扬花鼓, 2004.0, 国语, 8.4, 内地, 邓鉴泉/范秀明, 916.0, 5861.0, 6970000.0, 4945.0
陈坤/李冰冰/李倩, 剧情/古装剧/武侠剧/粤语电视剧/超清1080P, 长剑相思, 2005.0, 国语, 7.2, 内地, 李惠民, 802.0, 2843.0, 7410000.0, 2041.0
陈坤/薛凯琪/方中信/陈小艺/许绍雄/刘洲成/江美仪/赵荣/周娇, 家庭剧/言情剧/粤语电视剧/超清1080P, 新不了情, 2009.0, 国语, 7.6, 香港, 尔冬升, 2269.0, 9355.0, 28070000.0, 7086.0
陈大伟/蒋昌义/张世会/李树生/冯国庆, 军旅剧/历史剧/剧情/年代剧/粤语电视剧/超清1080P, 神府红军游击队, 2008.0, 国语, 4.8, 内地, 贾刚, 417.0, 808.0, 3350000.0, 391.0
陈太钟/郭晓薇/滕宏军/李书文/姚菡, 罪案剧/剧情/都市/粤语电视剧, 的士大劫案, 2002.0, 国语, 5.5, 内地, 栾戈平, 69.0, 155.0, 682000.0, 86.0
陈好/刘小锋/周月/樊志起/何赛飞, 喜剧/古装剧/剧情/粤语电视剧/超清1080P, 选妃记, 2002.0, 国语, 8.3, 内地, 张辉力, 2041.0, 12093.0, 9460000.0, 10052.0
陈好/焦恩俊/丁子峻/薛佳凝/梁天/常铖/吉祥/李鑫/赵君, 喜剧/古装剧/粤语电视剧/超清1080P, 我爱河东狮, 2005.0, 国语, 9.5, 内地, 杨文军, 3996.0, 73491.0, 29340000.0, 69495.0
陈好/胡兵/白冰冰/刘怡君/谢韵仪/刘若英/陈坤/张延/陈昭荣, 喜剧/青春剧/家庭剧/言情剧/偶像剧/粤语电视剧/超清1080P, 双响炮, 2003.0, 国语, 9.9, 内地, 伍宗德, 420.0, 31320.0, 30110000.0, 30900.0
陈宝国/宋春丽/石维坚/刘之冰/辛柏青/左小青/修宗迪/谢刚, 军旅剧/年代剧/粤语电视剧/超清1080P, 红岩, 1999.0, 国语, 8.0, 内地, 何群, 1063.0, 5420.0, 3440000.0, 4357.0
陈宝国/宋春丽/苏岩/丁志诚/杨立新, 罪案剧/言情剧/都市/粤语电视剧, 爱到尽头, 2004.0, 国语, 5.6, 内地, 陈晓雷, 615.0, 1394.0, 1790000.0, 779.0
陈宝国/梅婷/王同辉/李芯逸/陈楚翰/王骏毅, 军旅剧/谍战剧/悬疑剧/粤语电视剧/超清1080P, 谍战狂花, 2007.0, 国语, 7.9, 内地, 马鲁剑, 2527.0, 12144.0, 32080000.0, 9617.0
陈宝国/江珊/高曙光/安泽豪/王新, 罪案剧/剧情/都市/粤语电视剧, 原则, 2004.0, 国语, 5.8, 内地, 陈晓雷, 1398.0, 3343.0, 3780000.0, 1945.0
陈宝国/焦晃/归亚蕾/陶虹/杨童舒/张世/林静/杜淳, 宫廷剧/历史剧/古装剧/剧情/粤语电视剧/超清1080P, 汉武大帝, 2005.0, 国语, 8.4, 内地, 胡玫, 4985.0, 30534.0, 64750000.0, 25549.0
陈宝国/苗圃/连奕名/孙镱菲, 军旅剧/历史剧/剧情/年代剧/粤语电视剧, 烈日炎炎, 2007.0, 国语, 5.8, 内地, 滕文骥, 1010.0, 2406.0, 6020000.0, 1396.0
陈宝国/蒋雯丽/陈建斌/孙俪/程煜/奚美娟/曾志伟/刘佳/范伟/童蕾/于荣光/张卫健/于娜, 历史剧/粤语电视剧, 震撼世界的7日, 2008.0, 国语, 7.9, 内地, 赵浚凯/张子扬, 491.0, 2338.0, 10300000.0, 1847.0
陈宝国/赵君/赵奎娥/李小冉/印小天/王同辉/赵锦焘/张歆艺/岳红, 年代剧/剧情/历史剧/粤语电视剧/超清1080P, 大河儿女, 2014.0, 国语, 6.6, 内地, 安建, 875.0, 2600.0, 6720000.0, 1725.0
陈宝国/郑卫莉, 家庭剧/剧情/粤语电视剧, 请你原谅我, 2000.0, 国语, 5.2, 内地, 陈宝国, 93.0, 192.0, 265000.0, 99.0
陈宝国/陈数/陈月末/张檬/姚刚/杨猛/赵奎娥/唐一菲/米学东/修宗迪/张一鸾, 年代剧/谍战剧/粤语电视剧/超清1080P, 正者无敌, 2012.0, 国语, 8.3, 内地, 张国庆/宏胤, 4965.0, 29057.0, 39770000.0, 24092.0
陈宝国/陶慧敏/侯继林, 言情剧/剧情/都市/粤语电视剧/超清1080P, 今冬不言情, 1997.0, 国语, 6.0, 内地, 刘二威, 149.0, 377.0, 622000.0, 228.0
陈小春/袁咏仪/秦岚/刘雪华/胡兵/张天霖, 喜剧/家庭剧/言情剧/都市/粤语电视剧, 我家不打烊, 2006.0, 国语, 6.6, 内地, 张自强, 113.0, 334.0, 604000.0, 221.0
陈小艺/侯天来/茹萍/谷智鑫/黄品沅/汪裴/徐震/刘莹, 剧情/年代剧/谍战剧/粤语电视剧/超清1080P, 苦菜花, 2004.0, 国语, 5.4, 内地, 王冀邢, 2170.0, 4707.0, 10370000.0, 2537.0
陈小艺/张嘉译/陶惠/刘莉莉, 青春剧/家庭剧/言情剧/粤语电视剧/超清1080P, 生死劫, 2005.0, 国语, 7.6, 内地, 付小建, 3890.0, 16536.0, 19890000.0, 12646.0
陈小艺/练束梅/崔林/马丽/陈思斯/陈婷/陆纪依/刘亭作, 家庭剧/剧情/农村剧/粤语电视剧/超清1080P, 天伦, 2016.0, 国语, 7.2, 内地, 滕文骥/王为, 8551.0, 30678.0, 126000000.0, 22127.0
陈小艺/董勇/韩雪/谢东娜/伍宇娟/王伟平, 家庭剧/剧情/粤语电视剧, 偏不离婚, 2004.0, 国语, 4.7, 内地, 秦平原, 245.0, 458.0, 710000.0, 213.0
陈小艺/许亚军/万妮恩/杨子骅/刘红雨/宫景华/何强/张大静, 言情剧/剧情/都市/粤语电视剧/超清1080P, 我和我的他们, 2014.0, 国语, 7.4, 内地, 陶玲玲, 4290.0, 16492.0, 39100000.0, 12202.0
陈庭妮/黄河/雷瑟琳/谢佳见/高山峰/许效舜/李相林/杜妍/谢丽金, 青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 俏摩女抢头婚, 2014.0, 国语, 7.8, 台湾, 王传宗, 6051.0, 27370.0, 27960000.0, 21319.0
陈康/王红梅/秦卫东/端木崇慧/吴连生, 剧情/年代剧/粤语电视剧, 破天荒, 2005.0, 国语, 6.3, 内地, 周小平, 359.0, 958.0, 2380000.0, 599.0
陈建斌/刘蓓/刘威葳/郭涛/汤镇宗/宋凯/陈虹池, 罪案剧/言情剧/悬疑剧/粤语电视剧, 决不饶恕, 2007.0, 国语, 5.8, 内地, 唐敬睿, 879.0, 2096.0, 3360000.0, 1217.0
陈建斌/叶静/黄曼/姚卓君/邵桐/斯琴高娃/王文杰/孙铁/廖晓琴/刘宝文, 言情剧/剧情/年代剧/粤语电视剧/超清1080P, 兄弟兄弟, 2014.0, 国语, 7.2, 内地, 范元, 5826.0, 20449.0, 67250000.0, 14623.0
陈建斌/杨若兮/张恒/王柠/符馨尹/褚栓忠, 罪案剧/家庭剧/言情剧/悬疑剧/粤语电视剧, 从爱情开始, 2004.0, 国语, 6.1, 内地, 高群书, 580.0, 1471.0, 1630000.0, 891.0
陈建斌/高明/苏可/伊春德/潘晓莉, 言情剧/剧情/悬疑剧/粤语电视剧, 最后诊断, 2004.0, 国语, 5.9, 内地, 王瑞, 223.0, 539.0, 886000.0, 316.0
陈数/孙淳/翟天临/种丹妮/鲍大志/梁丽/师春玲/张宁益/孙浩浩/李涓/赵骏/刑城, 言情剧/年代剧/剧情/都市/粤语电视剧/超清1080P, 剧场, 2015.0, 国语, 6.7, 内地, 杨文军, 2458.0, 7446.0, 17350000.0, 4988.0
陈数/王雷/张丹妮/张鲁一/韩青/谢园/马澜菲/张小磊, 都市/言情剧/偶像剧/粤语电视剧/超清1080P, 谈判冤家, 2014.0, 国语, 8.6, 内地, 杨磊, 3359.0, 24520.0, 63270000.0, 21161.0
陈晓/郑爽/严屹宽/张芷溪/刘德凯/梁冠华/谢宁/马书良/饶晓志, 言情剧/武侠剧/古装剧/偶像剧/粤语电视剧/超清1080P, 5鼠闹东京, 2016.0, 国语, 8.0, 内地, 吴家骀, 3571.0, 17492.0, 42900000.0, 13921.0
陈晓东/唐艺昕/徐正曦/毛林林/孙骁骁/金泽灏/胡彩虹/杨志雯/张逸杰/张籽沐/张岩, 青春剧/言情剧/都市/偶像剧/粤语电视剧/超清1080P, 幸福爱人, 2014.0, 国语, 8.1, 内地, 张博昱, 32023.0, 168761.0, 198000000.0, 136738.0
陈晓东/唐艺昕/徐正曦/毛林林/孙骁骁/金泽灏/胡彩虹/杨志雯/张逸杰/张籽沐/张岩, 青春剧/言情剧/都市/偶像剧/粤语电视剧/超清1080P, 幸福爱人, 2014.0, 国语, 8.2, 内地, 张博昱, 12900.0, 73251.0, 42860000.0, 60351.0
陈晓东/李冰冰/高圆圆, 言情剧/剧情/都市/粤语电视剧, 海的誓言, 2004.0, 国语, 7.7, 内地, 付永强, 103.0, 451.0, 544000.0, 348.0
陈法蓉/谢园/苗乙乙, 喜剧/家庭剧/都市/粤语电视剧/超清1080P, 富贵临门, 2002.0, 国语, 6.3, 香港, 雷瑞麟, 798.0, 2134.0, 3770000.0, 1336.0
陈洁/孙玮/申军谊/高一玮/吴晓东/胡桑, 罪案剧/剧情/粤语电视剧/超清1080P, 铁血雄心, 2012.0, 国语, 7.0, 内地, 王连平, 982.0, 3298.0, 9220000.0, 2316.0
陈浩民/杜雨露/张晨光/归亚蕾/高圆圆/郝蕾, 宫廷剧/古装剧/粤语电视剧/超清1080P, 烟花3月, 2005.0, 国语, 6.5, 内地, 梁成, 544.0, 1557.0, 4380000.0, 1013.0
陈浩民/杨若兮/王斑/张蓓蓓/巍子, 武侠剧/古装剧/剧情/粤语电视剧/超清1080P, 剑出江南, 2005.0, 国语, 6.7, 内地, 范冬雨/阎建钢, 1342.0, 4006.0, 5380000.0, 2664.0
陈浩民/袁姗姗/刘雪华/吕晶晶/关智斌/寇振海/狄龙/陈莎莉/张山/陈良平/雷雷/董彦麟/张堤/刘芳, 言情剧/历史剧/古装剧/粤语电视剧/超清1080P, 秦香莲, 2011.0, 国语, 7.3, 内地, 胡储玺, 2828.0, 10314.0, 22780000.0, 7486.0
陈炜/贺刚/黄浩然/金玉婷, 青春剧/言情剧/粤语电视剧/超清1080P, 梅艳芳菲, 2007.0, 国语, 9.4, 内地, 赵宝刚, 2105.0, 38180.0, 26610000.0, 36075.0
陈炜/陈宝国/贾妮/李强/唐静/谢园, 军旅剧/言情剧/粤语电视剧/超清1080P, 青春之歌, 1999.0, 国语, 8.8, 内地, 王进, 115.0, 971.0, 1440000.0, 856.0
陈瑾/丁永岱, 家庭剧/言情剧/剧情/都市/粤语电视剧, 结发夫妻, 2008.0, 国语, 5.6, 内地, 李辉, 589.0, 1341.0, 3100000.0, 752.0
陈瑾/储智博/施京明/李净洋/纪宁/朱墨/吕清超, 家庭剧/剧情/都市/粤语电视剧/超清1080P, 冤家亲家, 2015.0, 国语, 7.3, 内地, 陶玲玲, 3092.0, 11630.0, 25210000.0, 8538.0
陈瑾/吕齐/王振荣/李亚鹏/潘粤明, 青春剧/言情剧/剧情/粤语电视剧/超清1080P, 校园先锋, 1996.0, 国语, 6.1, 内地, 李自人, 316.0, 800.0, 557000.0, 484.0
陈瑾/白志迪/高发/陈宝国, 罪案剧/家庭剧/剧情/都市/粤语电视剧/超清1080P, 花非花, 2002.0, 国语, 6.8, 内地, 高希希, 132.0, 411.0, 1320000.0, 279.0
陈英俊/黄娟, 喜剧/言情剧/古装剧/粤语电视剧/超清1080P, 幸福小丈夫, 2011.0, 国语, 6.7, 内地, 汪群雅, 1564.0, 4764.0, 15340000.0, 3200.0
陈赫/娄艺潇/孙艺洲, 剧情/网络剧/粤语电视剧/超清1080P, 爱情公寓番外篇, 2015.0, 国语, 8.8, 内地, 韦正, 35939.0, 310920.0, 277000000.0, 274981.0
陈赫/娄艺潇/孙艺洲/李佳航, 喜剧/言情剧/剧情/网络剧/粤语电视剧/超清1080P, 爱情公寓番外篇2, 2015.0, 国语, 9.2, 内地, 韦正, 11905.0, 145214.0, 318000000.0, 133309.0
陈赫/娄艺潇/孙艺洲/王传君/李金铭/金世佳/赵霁/赵文琪/邓家佳/李佳航, 喜剧/青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 爱情公寓那些事儿, 2009.0, 国语, 8.9, 内地, 韦正, 21215.0, 187916.0, 93960000.0, 166701.0
陈道明/Barbara Wishare/王晖/Saphie Wilear/梁冠华/Pater Halliday/Kate Crutchley/Saphie Millett/修宗迪/Robert Cangdan Layd/谭宗尧/David Kitchence/王馥荔/Tom Ward/常远/Davi, 言情剧/历史剧/年代剧/粤语电视剧/超清1080P, 2马, 1999.0, 国语, 7.4, 内地, 沈好放, 260.0, 989.0, 3430000.0, 729.0
陈道明/方子哥/天鸽/颜佳/李丁/毛领萍/里坡/金康民, 历史剧/古装剧/粤语电视剧/超清1080P, 绍兴师爷, 1999.0, 国语, 9.1, 内地, 张子恩, 1023.0, 11277.0, 6270000.0, 10254.0
陈道明/胡军/左小青/贾一平/安以轩/赵子惠/王冰/郑天庸/丁勇岱/戈治均/杨在葆/马精武/石兰/陈之辉, 历史剧/古装剧/粤语电视剧/超清1080P, 卧薪尝胆, 2006.0, 国语, 8.4, 内地, 侯咏, 1980.0, 12529.0, 40010000.0, 10549.0
陈道明/蒋雯丽/咏梅/吕中/石维坚/贾一平/左小青, 青春剧/家庭剧/言情剧/粤语电视剧/超清1080P, 中国式离婚, 2004.0, 国语, 9.2, 内地, 沈严, 1402.0, 16575.0, 20790000.0, 15173.0
陈锐/原华/沈慧芬/吕中, 剧情/谍战剧/粤语电视剧/超清1080P, 野火春风斗古城, 1995.0, 国语, 5.0, 内地, 李晓龙/安战军, 95.0, 191.0, 479000.0, 96.0
陈锦鸿/钱莹/苑琼丹/蔡紫芬/刘玉翠/钟思华/赵学而/秦煌/陈坚雄, 喜剧/古装剧/剧情/粤语电视剧, 妹仔大过主人婆, 2010.0, 国语, 6.8, 内地, 路晓, 564.0, 1751.0, 2210000.0, 1187.0
陈键锋/吕良伟/陈司翰/章龄之/陈美行/李金铭, 都市/商战剧/青春剧/言情剧/粤语电视剧/超清1080P, 微博达人, 2012.0, 国语, 9.1, 内地, 蓝志伟, 1123.0, 11836.0, 96760000.0, 10713.0
陈键锋/吕良伟/陈司翰/章龄之/陈美行/李金铭, 商战剧/青春剧/粤语电视剧/超清1080P, 微博达人, 2012.0, 国语, 8.2, 内地, 蓝志伟, 0.0, 0.0, 57628.0, 0.0
陈默/娄际成, 言情剧/剧情/都市/悬疑剧/粤语电视剧/超清1080P, 风过耳, 1993.0, 国语, 6.8, 内地, 唐果, 32.0, 101.0, 87831.0, 69.0
陈龙/蒋欣/何政军, 商战剧/言情剧/都市/粤语电视剧/超清1080P, 咫尺天涯, 2004.0, 国语, 6.4, 内地, 黄克敏, 290.0, 810.0, 3420000.0, 520.0
陶大宇/关礼杰/张延/李婷/周蕾, 剧情/都市/悬疑剧/商战剧/罪案剧/粤语电视剧/超清1080P, 风云岁月, 1999.0, 国语, 6.9, 内地, 蒋家俊, 174.0, 553.0, 1280000.0, 379.0
陶大宇/李琳, 言情剧/剧情/都市/粤语电视剧/超清1080P, 再见爱人, 2001.0, 国语, 6.1, 内地, 田耕民/岳冰, 719.0, 1838.0, 2730000.0, 1119.0
陶惠/齐中D/聂鑫/刘佩琦/赵纯阳/张倩, 青春剧/剧情/都市/粤语电视剧/超清1080P, 蓝狐, 2005.0, 国语, 7.1, 内地, 孔令晨, 1019.0, 3505.0, 17480000.0, 2486.0
陶慧/徐正运/陈建飞/韩月乔/郭军, 剧情/谍战剧/粤语电视剧/超清1080P, 间谍家族, 2006.0, 国语, 6.4, 内地, 雷小刚, 281.0, 781.0, 3020000.0, 500.0
陶慧敏/丁勇岱/伍宇娟/王诗槐/沈丹萍, 家庭剧/言情剧/剧情/粤语电视剧, 陪读, 2005.0, 国语, 6.6, 内地, 张祥林, 96.0, 284.0, 555000.0, 188.0
陶泽如/孙飞虎/茹萍/方旭/苗壮/王阳, 喜剧/古装剧/剧情/粤语电视剧, 李大本事, 2005.0, 国语, 5.8, 内地, 冯昌年/顾小虎, 70.0, 168.0, 535000.0, 98.0
陶泽如/石兆琪/王奎荣, 罪案剧/剧情/都市/粤语电视剧/超清1080P, 狙击, 2006.0, 国语, 5.9, 内地, 徐纪周, 2691.0, 6590.0, 14040000.0, 3899.0
陶泽如/陈瑾/沙景昌/白恩/詹姆斯·奥夫斯, 剧情/年代剧/粤语电视剧/超清1080P, 生死血符, 2015.0, 国语, 7.5, 内地, 管虎, 9548.0, 38430.0, 74580000.0, 28882.0
陶红/姜武/许紫青/柏寒, 青春剧/言情剧/剧情, 奇妙女孩, 2005.0, 国语, 6.2, 内地, 卫兆红, 272.0, 711.0, 878000.0, 439.0
陶红/孔琳/毛晓彤/吕丽萍/张蓓蓓/郑奇/魏小军/杨舒婷/任晗/郭鑫/许歌/毕彦君/褚栓忠, 青春剧/家庭剧/粤语电视剧/超清1080P, 傻春, 2010.0, 国语, 8.2, 内地, 刘家成, 21261.0, 116662.0, 204999999.0, 95401.0
陶红/李崇霄/杨议/孔琳/张蓓蓓/严敏求/胡先煦/张双利/张志彤/朱妍, 喜剧/家庭剧/言情剧/剧情/粤语电视剧/超清1080P, 憨妻的都市日记, 2014.0, 国语, 7.9, 内地, 庞好, 2679.0, 12565.0, 24940000.0, 9886.0
陶红/董勇/盖克/李明启/姚安濂/梁丹妮/夏凡/胡先煦, 家庭剧/言情剧/都市/粤语电视剧/超清1080P, 宝贝儿回家, 2014.0, 国语, 7.7, 内地, 韩刚, 5286.0, 23131.0, 21760000.0, 17845.0
陶虹/奚美娟/王志飞/李雨泽/郝平/童唯佳/蒋宝英/李晨涛/王志华/吴玉芳, 家庭剧/言情剧/都市/粤语电视剧/超清1080P, 保姆, 2007.0, 国语, 6.0, 内地, 刘新, 2183.0, 5408.0, 6430000.0, 3225.0
陶虹/许亚军/胡可/李涓/马书良, 剧情/都市/偶像剧/粤语电视剧, 生命的颜色, 2005.0, 国语, 6.0, 内地, 曹宝平, 149.0, 368.0, 666000.0, 219.0
陶虹/陶虹/汤镇宗/吴毅将, 家庭剧/言情剧/都市/粤语电视剧, 千娇百媚, 2005.0, 国语, 5.9, 内地, 王金声, 348.0, 840.0, 1340000.0, 492.0
雷佳音/姚笛/范明/王佳佳/宋丹丹/王一楠/付枚, 言情剧/都市/粤语电视剧/超清1080P, 爱情碟中谍, 2015.0, 国语, 7.8, 内地, 余淳, 2305.0, 10259.0, 26120000.0, 7954.0
雷汉/方勇/曹克难/李虎城, 罪案剧/剧情/悬疑剧/粤语电视剧/超清1080P, 极限追捕, 2006.0, 国语, 6.6, 内地, 沈涛, 570.0, 1663.0, 6950000.0, 1093.0
雷汉/詹小楠/侯天来, 家庭剧/言情剧/剧情/粤语电视剧, 无意背叛, 2008.0, 国语, 5.3, 内地, 黄力加, 244.0, 518.0, 967000.0, 274.0
霍建华/孙俪/胡宇崴/姚采颖/贾乃亮/张国立/张铁林/刘雪华/白冰冰/邬倩倩, 青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 屋顶上的绿宝石, 2007.0, 国语, 8.8, 内地, 崔宝珠, 1926.0, 15486.0, 11550000.0, 13560.0
霍建华/秦岚/边潇潇/于毅/钱泳辰, 言情剧/剧情/都市/偶像剧/粤语电视剧/超清1080P, 伤城之恋, 2008.0, 国语, 8.9, 内地, 蒋家骏, 1240.0, 11440.0, 13120000.0, 10200.0
霍建华/童蕾/小王晶/张培/郑佩佩/郑恺/洪连城/赵三强, 青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 11向前冲, 2010.0, 国语, 9.5, 内地, 王加宾, 42123.0, 884182.0, 71760000.0, 842059.0
