,community_id,trade_time,days_on_market,total_price,unit_price,area_sqm,n_bed_room,n_living_room,n_kitchen,n_bathroom,building,building_type,construction_time,renovation_condition,building_structure,ladder_ratio,elevator,property_rights_for_five_years,subway,district,community_average
5763,1.11105E+12, 2016-07-30,96,4.57,79631,57.39,1,1,1,1, 顶 6, 板楼,2004, 精装, 混合,0.333,0,1,1, 海淀,76826
62041,1.11103E+12, 2016-05-11,1,6.35,74865,84.82,2,2,1,1, 中 16, 塔楼,2002, 精装, 钢混,0.286,1,1,1, 海淀,67917
51359,1.11103E+12, 2016-02-29,1,1.92,34846,55.1,1,0,1,1, 低 32, 塔楼,2008, 精装, 钢混,0.333,1,1,1, 朝阳,62595
13603,1.11103E+12, 2016-06-28,11,3.8,42487,89.44,2,1,1,1, 高 20, 塔楼,2000, 精装, 钢混,0.2,1,1,1, 丰台,55753
19508,1.11103E+12, 2016-09-11,60,3.5,49604,70.56,1,1,1,1, 高 24, 塔楼,2006, 精装, 钢混,0.3,1,0,1, 丰台,50960
44365,1.11103E+12, 2016-12-15,38,4.48,90597,49.45,1,1,1,1, 高 18, 板楼,2009, 精装, 钢混,0.333,1,0,1, 东城,78235
56545,1.11103E+12, 2016-05-31,1,2.765,46331,59.68,1,2,1,1, 高 33, 塔楼,2008, 精装, 钢混,0.3,1,1,1, 朝阳,56336
60415,1.11103E+12, 2016-06-04,1,3.6,41257,87.26,2,1,1,1, 低 17, 板塔结合,2004, 精装, 钢混,0.286,1,1,1, 丰台,48897
9067,1.11103E+12, 2016-06-27,33,3.13,68641,45.6,1,1,1,1, 低 24, 板塔结合,2004, 简装, 钢混,0.231,1,0,0, 西城,81221
14588,1.11103E+12, 2016-08-24,64,14.4,83610,172.23,3,2,1,2, 顶 14, 板楼,2008, 精装, 钢混,1,1,0,0, 海淀,104621
29294,1.11104E+12, 2016-12-19,120,15.45,94013,164.34,3,2,1,2, 中 26, 板楼,2010, 精装, 钢混,1,1,0,0, 朝阳,93829
42631,1.11105E+12, 2016-10-29,7,4.825,83190,58,1,1,1,1, 中 6, 板楼,2004, 简装, 混合,0.333,0,0,1, 海淀,76826
18174,1.11103E+12, 2016-07-20,13,7.45,53230,139.96,3,1,1,2, 高 27, 塔楼,2004, 精装, 钢混,0.4,1,1,1, 朝阳,64855
60107,1.11103E+12, 2016-04-11,1,3.7,33874,109.23,2,1,1,2, 底 7, 板楼,2002, 简装, 钢混,0.5,1,1,0, 丰台,51327
31138,1.11103E+12, 2016-09-06,10,4.85,55999,86.61,2,2,1,1, 低 19, 板楼,2007, 精装, 钢混,0.5,1,0,1, 丰台,58955
14293,1.11103E+12, 2016-06-23,3,7.02,51241,137,3,2,1,2, 高 7, 板楼,2009, 其他, 钢混,0.5,1,0,1, 朝阳,61823
60839,1.11103E+12, 2016-05-07,1,5.6,43727,128.07,3,2,1,2, 高 24, 塔楼,2001, 精装, 钢混,0.25,1,1,1, 丰台,56819
55255,1.11103E+12, 2016-03-26,1,8.2,48159,170.27,3,2,1,2, 低 30, 板塔结合,2008, 精装, 钢混,0.667,1,1,1, 朝阳,67612
51067,1.11103E+12, 2016-02-20,1,3.58,36287,98.66,3,1,1,1, 高 24, 塔楼,2003, 精装, 钢混,0.25,1,1,1, 朝阳,56631
45195,1.11103E+12, 2016-12-17,31,2.79,66763,41.79,1,0,1,1, 底 12, 板塔结合,2009, 简装, 钢混,0.333,1,1,1, 东城,67507
29635,1.11103E+12, 2016-08-26,4,8.4,76378,109.98,2,2,1,2, 中 11, 板楼,2003, 简装, 钢混,0.5,1,0,0, 海淀,92672
30992,1.11103E+12, 2016-09-18,22,3.18,76424,41.61,1,1,1,1, 中 24, 板塔结合,2004, 简装, 钢混,0.231,1,0,0, 西城,81221
37862,1.11103E+12, 2016-10-19,26,1.935,43020,44.98,1,0,1,1, 顶 13, 板塔结合,2011, 精装, 钢混,0.222,1,0,1, 朝阳,52870
33722,1.11103E+12, 2016-10-28,52,7.57,92543,81.8,2,1,1,1, 中 17, 塔楼,2007, 简装, 钢混,0.167,1,1,1, 海淀,94597
9867,1.11103E+12, 2016-07-06,37,16,80894,197.79,3,2,1,3, 高 18, 板楼,2008, 精装, 钢混,1,1,1,0, 朝阳,99502
11134,1.11103E+12, 2016-08-12,66,19.8,103411,191.47,3,2,1,2, 高 26, 板楼,2010, 精装, 钢混,1,1,0,1, 朝阳,120313
17940,1.11103E+12, 2016-08-29,54,5.58,58830,94.85,2,1,1,1, 低 22, 塔楼,2002, 精装, 钢混,0.25,1,0,1, 朝阳,77225
33203,1.11103E+12, 2016-09-14,11,5.55,53039,104.64,2,2,1,1, 中 11, 板楼,2002, 简装, 钢混,0.5,1,1,1, 朝阳,55992
56850,1.11103E+12, 2016-05-31,1,2.37,39239,60.4,1,1,1,1, 高 28, 板塔结合,2007, 精装, 钢混,0.4,1,0,1, 朝阳,54263
18852,1.11103E+12, 2016-08-17,38,4.8,50929,94.25,2,1,1,1, 高 25, 塔楼,2007, 精装, 钢混,0.3,1,1,1, 朝阳,60785
22326,1.11103E+12, 2016-08-03,9,5.25,75977,69.1,1,2,1,1, 低 21, 板楼,2009, 精装, 钢混,0.667,1,1,1, 西城,89617
52813,1.11103E+12, 2016-02-21,1,4.3,83302,51.62,2,1,1,2, 中 16, 塔楼,2007, 精装, 钢混,0.143,1,1,1, 朝阳,83321
17714,1.11103E+12, 2016-09-09,66,1.95,28422,68.61,1,0,1,1, 顶 14, 塔楼,2008, 精装, 钢混,0.143,1,0,1, 朝阳,35630
28843,1.11103E+12, 2016-09-12,24,5.18,54914,94.33,1,1,1,2, 高 27, 塔楼,2006, 其他, 钢混,0.4,1,0,1, 朝阳,64855
53490,1.11103E+12, 2016-05-15,1,6.7,40777,164.31,4,2,1,2, 顶 5, 板楼,2010, 精装, 钢混,0.5,1,0,0, 朝阳,57024
55513,1.11103E+12, 2016-04-20,1,4.98,47245,105.41,2,2,1,2, 底 10, 板楼,2003, 简装, 钢混,0.5,1,1,1, 朝阳,61359
12909,1.11104E+12, 2016-07-24,40,7.8,87239,89.41,2,2,1,1, 高 18, 板楼,2009, 精装, 钢混,0.5,1,0,0, 朝阳,105938
31882,1.11103E+12, 2016-09-14,15,6.9,73405,94,2,2,1,2, 高 27, 板楼,2012, 精装, 钢混,0.667,1,0,1, 朝阳,77695
46062,1.11103E+12, 2016-11-30,5,2.54,116461,21.81,1,0,1,1, 低 20, 塔楼,2004, 其他, 钢混,0.103,1,1,1, 西城,92360
32856,1.11105E+12, 2016-09-05,2,5.05,59412,85,2,1,1,1, 低 24, 板楼,2013, 精装, 钢混,0.286,1,0,1, 朝阳,89487
27028,1.11103E+12, 2016-08-15,3,3,33708,89,2,1,1,1, 中 6, 板楼,2005, 简装, 砖混,0.5,0,1,0, 朝阳,41261
4923,1.11103E+12, 2016-07-06,80,3.13,34396,91,2,2,1,1, 低 8, 板塔结合,2009, 精装, 钢混,0.333,1,1,0, 朝阳,46392
9487,1.11103E+12, 2016-07-13,46,7.1,52539,135.14,3,2,1,2, 中 16, 板楼,2006, 精装, 钢混,0.5,1,1,1, 丰台,60602
35133,1.11103E+12, 2016-11-18,68,5.55,61599,90.1,2,2,1,1, 高 17, 塔楼,2006, 精装, 钢混,0.333,1,1,1, 丰台,52214
11284,1.11103E+12, 2016-06-30,22,6.5,63514,102.34,3,2,1,2, 顶 9, 板楼,2005, 精装, 钢混,0.333,1,1,0, 朝阳,73113
42763,1.11103E+12, 2016-11-29,37,6.45,65139,99.02,3,2,1,2, 顶 5, 板楼,2000, 精装, 钢混,0.5,0,1,0, 朝阳,67624
16990,1.11103E+12, 2016-07-29,27,4.25,45709,92.98,2,2,1,1, 顶 21, 塔楼,2006, 简装, 钢混,0.25,1,1,0, 丰台,56205
56057,1.11103E+12, 2016-05-03,1,2.688,39025,68.88,1,1,1,1, 高 28, 板塔结合,2009, 精装, 钢混,0.4,1,1,1, 朝阳,54263
26312,1.11103E+12, 2016-08-13,4,2.45,40099,61.1,1,1,1,2, 中 14, 板塔结合,2004, 简装, 钢混,0.333,1,0,0, 丰台,46572
51349,1.11103E+12, 2016-04-10,1,6.066,63142,96.07,2,1,1,1, 中 20, 塔楼,2008, 其他, 钢混,0.333,1,1,1, 朝阳,80504
21270,1.11103E+12, 2016-07-27,6,5.97,77252,77.28,1,1,1,1, 中 17, 塔楼,2008, 精装, 钢混,0.25,1,1,0, 朝阳,89347
34015,1.11103E+12, 2016-09-20,13,2.78,54974,50.57,1,1,1,1, 中 14, 板楼,2004, 精装, 钢混,0.5,1,1,1, 朝阳,50133
43073,1.11103E+12, 2016-12-05,40,4.25,63920,66.49,1,1,1,1, 低 14, 板楼,2007, 精装, 钢混,0.4,1,1,1, 朝阳,62702
28861,1.11103E+12, 2016-09-15,27,3.6,44927,80.13,1,1,1,1, 低 24, 塔楼,2001, 精装, 钢混,0.222,1,0,1, 丰台,53588
51957,1.11103E+12, 2016-01-29,1,3.23,44217,73.05,2,2,1,1, 中 9, 板楼,2009, 精装, 钢混,0.25,1,1,0, 朝阳,63949
53643,1.11103E+12, 2016-05-21,1,2.66,39425,67.47,1,2,1,1, 顶 28, 板塔结合,2008, 简装, 钢混,0.4,1,1,0, 朝阳,54263
20789,1.11103E+12, 2016-08-24,37,3.7,37220,99.41,2,1,1,2, 低 25, 塔楼,2007, 简装, 钢混,0.3,1,0,0, 石景山,48773
33561,1.11103E+12, 2016-09-14,9,6.35,43667,145.42,3,2,1,2, 底 24, 塔楼,2001, 其他, 钢混,0.25,1,0,1, 丰台,53588
29538,1.11104E+12, 2016-09-04,14,2.95,33523,88,2,2,1,1, 高 29, 塔楼,2009, 精装, 钢混,0.333,1,1,0, 朝阳,42298
42912,1.11103E+12, 2016-12-18,55,4.7,60164,78.12,2,1,1,1, 低 11, 板楼,2007, 简装, 钢混,0.25,1,1,1, 朝阳,59730
52879,1.11103E+12, 2016-02-29,1,5.5,43787,125.61,3,2,1,2, 低 9, 板塔结合,2007, 精装, 钢混,0.5,1,0,0, 朝阳,56107
25275,1.11103E+12, 2016-08-13,9,8.28,101434,81.63,2,2,1,1, 低 12, 板塔结合,2004, 其他, 钢混,0.4,1,0,0, 西城,119289
23388,1.11103E+12, 2016-08-27,28,4.815,41750,115.33,2,2,1,1, 中 14, 板塔结合,2000, 精装, 钢混,1.5,1,1,1, 朝阳,57680
52461,1.11103E+12, 2016-02-17,1,8.6,68483,125.58,3,2,1,2, 中 13, 板塔结合,2004, 简装, 钢混,0.667,1,1,1, 朝阳,92196
15857,1.11103E+12, 2016-08-10,44,2.7,35002,77.14,2,1,1,1, 中 20, 板塔结合,2011, 精装, 钢混,0.2,1,0,1, 朝阳,52870
65842,1.11103E+12, 2016-03-01,1,2.95,56384,52.32,1,0,1,1, 中 24, 塔楼,2005, 精装, 钢混,0.188,1,1,0, 西城,84184
40680,1.11103E+12, 2016-11-23,46,5.2,57637,90.22,2,1,1,1, 低 26, 板塔结合,2010, 其他, 钢混,0.5,1,1,0, 石景山,57942
52704,1.11103E+12, 2016-01-16,1,3.7,26535,139.44,3,2,1,2, 低 22, 塔楼,2003, 精装, 钢混,0.375,1,1,0, 朝阳,51827
4897,1.11103E+12, 2016-07-08,83,7.85,85308,92.02,2,1,1,1, 高 25, 板塔结合,2010, 精装, 钢混,0.5,1,1,1, 西城,101676
29385,1.11103E+12, 2016-08-31,10,3.95,66043,59.81,1,0,1,1, 高 16, 塔楼,2007, 其他, 钢混,0.2,1,0,1, 西城,79816
984,1.11103E+12, 2016-07-11,163,2.66,24580,108.22,2,1,1,2, 高 18, 板塔结合,2005, 其他, 钢混,0.286,1,0,0, 石景山,50041
48220,1.11103E+12, 2016-12-27,3,2.65,49682,53.34,1,0,1,1, 低 30, 塔楼,2010, 精装, 钢混,0.345,1,0,1, 海淀,56608
2885,1.11103E+12, 2016-06-30,99,7.2,84706,85,3,1,1,1, 底 7, 板楼,2004, 精装, 钢混,0.2,0,1,1, 西城,109755
22067,1.11103E+12, 2016-08-23,30,3.66,59310,61.71,1,1,1,1, 低 31, 板楼,2007, 精装, 钢混,0.5,1,1,1, 朝阳,69760
46337,1.11103E+12, 2016-12-15,17,4.82,71941,67,1,1,1,1, 中 10, 板楼,2010, 简装, 钢混,0.333,1,1,1, 丰台,66712
12271,1.11103E+12, 2016-08-25,74,2.37,29625,80,2,1,1,1, 高 18, 板塔结合,2008, 简装, 钢混,0.125,1,0,1, 海淀,71598
50722,1.11105E+12, 2016-01-19,1,2.75,30976,88.78,3,1,1,1, 高 14, 板塔结合,2012, 简装, 钢混,0.5,1,0,0, 朝阳,48973
32546,1.11103E+12, 2016-09-21,19,4.75,60580,78.41,2,1,1,1, 中 23, 塔楼,2004, 简装, 钢混,0.333,1,1,0, 石景山,63657
8443,1.11103E+12, 2016-08-01,72,3.75,54207,69.18,1,1,1,1, 中 18, 板塔结合,2004, 精装, 钢混,0.3,1,1,1, 朝阳,65499
33522,1.11103E+12, 2016-09-12,7,4,44944,89,2,1,1,1, 低 20, 塔楼,2005, 简装, 钢混,0.2,1,0,0, 丰台,55099
48109,1.11103E+12, 2016-12-30,8,4.18,39955,104.62,2,1,1,1, 高 21, 塔楼,2003, 简装, 钢混,0.375,1,0,0, 丰台,38925
31589,1.11103E+12, 2016-09-07,9,5.18,55958,92.57,2,1,1,1, 低 21, 塔楼,2005, 精装, 钢混,0.25,1,0,0, 丰台,56964
13948,1.11103E+12, 2016-06-23,5,7.36,70223,104.81,2,1,1,1, 底 6, 板楼,2000, 精装, 钢混,0.5,1,0,0, 朝阳,82311
60548,1.11103E+12, 2016-04-06,1,5.5,29234,188.14,3,2,1,3, 中 20, 板塔结合,2005, 精装, 钢混,0.286,1,1,1, 丰台,44116
35829,1.11103E+12, 2016-09-18,3,5.46,52856,103.3,2,1,1,1, 顶 23, 板塔结合,2008, 精装, 钢混,0.3,1,1,0, 朝阳,60785
6973,1.11103E+12, 2016-06-28,51,2.68,39389,68.04,2,1,1,1, 高 29, 塔楼,2010, 精装, 钢混,0.25,1,1,1, 丰台,45346
50866,1.11103E+12, 2016-01-11,1,4.6,42071,109.34,2,2,1,1, 高 29, 塔楼,2001, 简装, 钢混,0.375,1,1,1, 朝阳,57548
50757,1.11105E+12, 2016-02-25,1,8.75,56115,155.93,3,2,1,2, 底 10, 板楼,2014, 精装, 钢混,0.5,1,0,0, 朝阳,82571
11443,1.11103E+12, 2016-06-26,18,6.35,49660,127.87,2,1,0,0, 高 26, 塔楼,2005, 精装, 钢混,0.5,1,0,1, 朝阳,84981
20135,1.11103E+12, 2016-08-25,40,1.25,35961,34.76,1,1,1,1, 高 20, 板塔结合,2007, 精装, 钢混,0.286,1,0,0, 朝阳,34875
538,1.11103E+12, 2016-08-26,266,6.2,91716,67.6,1,1,1,1, 高 16, 板塔结合,2000, 精装, 钢混,0.333,0,0,1, 西城,99423
16589,1.11103E+12, 2016-07-23,23,6.3,36237,173.86,4,2,1,2, 中 5, 板楼,2004, 精装, 砖混,0.5,0,1,0, 朝阳,48809
56571,1.11103E+12, 2016-06-02,1,4.09,34021,120.22,3,1,1,2, 中 6, 板楼,2006, 简装, 混合,0.5,0,1,0, 朝阳,45177
3668,1.11103E+12, 2016-07-16,106,4.38,43626,100.4,2,1,1,1, 高 27, 板楼,2006, 其他, 钢混,0.5,1,1,0, 海淀,60822
18948,1.11103E+12, 2016-07-17,7,1.05,30173,34.8,1,0,1,1, 高 21, 塔楼,2009, 其他, 钢混,0.138,1,0,1, 丰台,38915
60157,1.11103E+12, 2016-03-07,1,4.28,42516,100.67,2,1,1,1, 高 24, 板塔结合,2002, 精装, 钢混,0.4,1,1,0, 丰台,50527
56428,1.11103E+12, 2016-05-14,1,5.1,37829,134.82,3,2,1,1, 中 24, 塔楼,2004, 精装, 钢混,0.25,1,1,1, 朝阳,56631
56893,1.11103E+12, 2016-06-05,1,3.67,55305,66.36,1,1,1,1, 高 18, 塔楼,2006, 精装, 钢混,0.333,1,1,0, 朝阳,75566
44063,1.11103E+12, 2016-11-15,11,3.35,58649,57.12,1,1,1,1, 中 24, 塔楼,2002, 简装, 钢混,0.273,1,0,1, 丰台,58941
47014,1.11103E+12, 2016-12-06,2,3.9,84197,46.32,2,1,1,1, 顶 6, 板楼,2002, 简装, 砖混,0.5,0,1,0, 丰台,60049
38005,1.11103E+12, 2016-09-30,6,5.4,47586,113.48,3,1,1,1, 中 24, 塔楼,2001, 精装, 钢混,0.2,1,1,1, 海淀,52911
52565,1.11103E+12, 2016-02-03,1,3.9,35136,111,3,2,1,1, 低 25, 塔楼,2006, 简装, 钢混,0.3,1,1,1, 朝阳,60785
23441,1.11103E+12, 2016-07-31,2,10.35,62021,166.88,3,2,1,3, 中 9, 板楼,2007, 精装, 钢混,0.5,1,0,0, 石景山,72074
25744,1.11103E+12, 2016-08-29,22,5.26,56952,92.36,2,2,1,1, 中 17, 板塔结合,2008, 简装, 钢混,0.2,1,1,1, 朝阳,65820
36960,1.11103E+12, 2016-12-23,95,3.05,45469,67.08,1,1,1,1, 底 28, 板塔结合,2009, 简装, 钢混,0.5,1,1,1, 朝阳,54263
27878,1.11103E+12, 2016-08-29,14,4.18,56259,74.3,2,1,1,1, 高 24, 塔楼,2003, 精装, 钢混,0.25,1,1,1, 朝阳,56631
11355,1.11103E+12, 2016-08-13,66,8.36,77272,108.19,3,2,1,2, 低 6, 板楼,2000, 精装, 钢混,0.5,0,1,1, 朝阳,90867
35600,1.11103E+12, 2016-09-21,8,2.7,49379,54.68,1,1,1,1, 高 15, 板塔结合,2007, 精装, 钢混,0.667,1,1,0, 朝阳,45447
26507,1.11103E+12, 2016-08-30,20,4.75,59427,79.93,2,1,1,1, 低 7, 板楼,2009, 精装, 钢混,0.5,1,1,1, 朝阳,59025
46514,1.11103E+12, 2016-12-11,12,7.05,82149,85.82,2,1,1,1, 低 27, 塔楼,2005, 精装, 钢混,0.333,1,1,1, 朝阳,74468
51148,1.11103E+12, 2016-01-15,1,4.5,40724,110.5,2,2,1,2, 中 26, 塔楼,2004, 精装, 钢混,0.333,1,1,1, 朝阳,60653
5991,1.11103E+12, 2016-07-13,75,3.2,56418,56.72,1,1,1,1, 低 21, 塔楼,2005, 简装, 钢混,0.222,1,1,0, 西城,83936
53204,1.11103E+12, 2016-03-12,1,6.88,47289,145.49,3,2,1,2, 中 6, 板楼,2003, 精装, 钢混,0.5,0,0,0, 朝阳,64574
25580,1.11103E+12, 2016-08-26,21,4.52,52940,85.38,2,1,1,1, 高 10, 板楼,2004, 精装, 钢混,0.5,1,1,1, 海淀,68148
37587,1.11103E+12, 2016-11-07,46,5.26,50201,104.78,2,1,1,2, 低 24, 塔楼,2004, 简装, 钢混,0.3,1,1,1, 丰台,53839
62344,1.11103E+12, 2016-03-14,1,2.8,60936,45.95,1,0,1,1, 中 14, 板塔结合,2004, 精装, 钢混,0.182,1,1,1, 海淀,87420
11212,1.11103E+12, 2016-06-16,9,3.48,39546,88,2,1,1,1, 低 12, 板楼,2002, 精装, 钢混,0.333,1,1,1, 朝阳,57507
19574,1.11103E+12, 2016-07-30,17,3.18,38030,83.62,2,1,1,1, 底 22, 塔楼,2001, 毛坯, 钢混,0.25,1,1,1, 朝阳,52650
40128,1.11103E+12, 2016-12-14,70,3.15,52915,59.53,1,0,1,1, 顶 19, 板塔结合,2007, 精装, 钢混,0.211,1,0,1, 朝阳,61727
26988,1.11103E+12, 2016-09-01,20,3.08,63821,48.26,1,0,1,1, 低 18, 塔楼,2007, 精装, 钢混,0.333,1,1,0, 朝阳,67038
29859,1.11103E+12, 2016-09-05,13,3.52,53013,66.4,1,1,1,1, 低 25, 塔楼,2005, 精装, 钢混,0.3,1,0,1, 朝阳,51678
36926,1.11103E+12, 2016-11-30,72,5.56,49848,111.54,2,1,1,1, 中 24, 塔楼,2007, 精装, 钢混,0.2,1,1,1, 朝阳,55339
52297,1.11103E+12, 2016-02-25,1,2.34,25541,91.62,2,1,1,1, 中 6, 板楼,2008, 精装, 钢混,0.167,1,1,0, 朝阳,48859
37552,1.11104E+12, 2016-12-14,83,4.4,50000,88,2,1,1,1, 底 28, 塔楼,2009, 其他, 钢混,0.3,1,1,0, 朝阳,51088
20777,1.11103E+12, 2016-08-08,21,3.36,37787,88.92,2,1,1,1, 中 6, 板楼,2003, 简装, 混合,0.5,0,1,0, 朝阳,42812
60106,1.11103E+12, 2016-03-05,1,4.26,41647,102.29,2,1,1,1, 高 29, 塔楼,2002, 精装, 钢混,0.25,1,0,1, 丰台,57277
57343,1.11103E+12, 2016-02-21,1,3.828,43240,88.53,2,1,1,1, 中 12, 板塔结合,2003, 简装, 钢混,0.25,1,1,1, 东城,65928
63427,1.11103E+12, 2016-02-26,1,4.35,40458,107.52,2,2,1,1, 高 24, 板塔结合,2007, 精装, 钢混,0.5,1,0,0, 石景山,64222
51593,1.11103E+12, 2016-01-10,1,4.85,41664,116.41,3,2,1,2, 低 22, 塔楼,2002, 精装, 钢混,0.25,1,1,1, 朝阳,77225
19569,1.11103E+12, 2016-07-27,14,2.54,42461,59.82,1,1,1,1, 高 15, 板楼,2005, 简装, 钢混,0.5,1,1,1, 朝阳,55507
41068,1.11103E+12, 2016-12-19,69,3.08,55596,55.4,1,1,1,1, 高 12, 板楼,2005, 精装, 钢混,0.25,1,1,1, 朝阳,59213
22997,1.11103E+12, 2016-07-29,2,4.7,78491,59.88,1,1,1,1, 高 16, 板塔结合,2002, 其他, 混合,0.5,1,0,1, 东城,95392
14297,1.11103E+12, 2016-07-01,11,2.95,47697,61.85,1,1,1,1, 中 28, 塔楼,2007, 精装, 钢混,0.333,1,1,1, 朝阳,65499
59192,1.11103E+12, 2016-04-18,1,3.5,35898,97.5,2,2,1,1, 低 27, 塔楼,2010, 精装, 钢混,0.222,1,0,0, 丰台,43332
37051,1.11103E+12, 2016-11-16,57,3.53,39793,88.71,2,1,1,1, 低 21, 板塔结合,2007, 其他, 钢混,0.286,1,0,0, 朝阳,34875
43999,1.11103E+12, 2016-12-22,48,6.8,59363,114.55,3,1,1,2, 中 25, 板塔结合,2006, 精装, 钢混,0.5,1,1,0, 朝阳,58092
61554,1.11103E+12, 2016-01-17,1,2.85,48281,59.03,1,1,1,1, 中 13, 板楼,2005, 精装, 钢混,0.333,1,1,0, 海淀,76569
39256,1.11103E+12, 2016-11-15,46,4.73,71918,65.77,1,1,1,1, 高 18, 板塔结合,2007, 精装, 钢混,0.25,1,1,1, 朝阳,67038
38379,1.11103E+12, 2016-09-29,3,4.1,129094,31.76,1,1,1,1, 中 16, 塔楼,2007, 简装, 钢混,0.1,1,1,1, 西城,92360
22715,1.11103E+12, 2016-08-06,11,4.5,50733,88.7,3,1,1,1, 中 8, 板塔结合,2011, 精装, 钢混,0.2,1,0,0, 海淀,63444
44629,1.11103E+12, 2016-11-30,20,6.5,64103,101.4,2,1,1,2, 高 12, 板楼,2010, 其他, 钢混,0.333,1,1,1, 丰台,66712
27164,1.11103E+12, 2016-09-12,31,4.6,72762,63.22,1,0,1,1, 低 25, 板塔结合,2006, 精装, 钢混,0.5,1,1,1, 朝阳,75993
41858,1.11103E+12, 2016-12-25,71,4.75,47835,99.3,2,1,1,1, 中 24, 塔楼,2003, 简装, 钢混,0.2,1,1,0, 丰台,53910
38277,1.11103E+12, 2016-10-17,22,10.92,108248,100.88,3,1,1,1, 高 12, 板塔结合,2003, 精装, 混合,0.25,1,0,1, 东城,123223
53703,1.11103E+12, 2016-04-04,1,5.55,65487,84.75,2,2,1,1, 中 25, 板塔结合,2009, 精装, 钢混,0.5,1,1,1, 朝阳,76292
29747,1.11103E+12, 2016-09-10,19,2.1,31232,67.24,1,0,1,1, 低 14, 塔楼,2008, 精装, 钢混,0.143,1,0,1, 朝阳,35630
53565,1.11103E+12, 2016-03-26,1,2.735,40688,67.22,1,1,1,1, 低 25, 塔楼,2004, 精装, 钢混,0.3,1,1,0, 朝阳,46667
33396,1.11103E+12, 2016-09-11,7,10,60064,166.49,3,2,1,2, 高 27, 板塔结合,2006, 精装, 钢混,0.667,1,0,1, 朝阳,70650
2401,1.11103E+12, 2016-07-28,133,4.49,53453,84,2,1,1,1, 高 6, 板楼,2002, 简装, 混合,0.333,0,1,0, 丰台,60049
2062,1.11103E+12, 2016-08-20,161,12.09,57229,211.26,4,2,1,3, 低 20, 板塔结合,2002, 精装, 钢混,1,1,0,1, 朝阳,87262
12179,1.11103E+12, 2016-08-31,80,5.68,76365,74.38,2,1,1,1, 低 15, 板塔结合,2006, 精装, 钢混,1,1,1,1, 东城,92522
20128,1.11103E+12, 2016-07-31,15,3.5,58943,59.38,1,0,1,1, 低 22, 板塔结合,2006, 简装, 钢混,0.333,1,0,1, 朝阳,88114
39749,1.11103E+12, 2016-11-15,42,6.38,77834,81.97,1,1,1,1, 中 11, 板塔结合,2004, 精装, 钢混,0.333,1,1,0, 海淀,76569
15357,1.11103E+12, 2016-07-25,30,2.9,45648,63.53,1,1,1,1, 高 11, 板楼,2004, 精装, 钢混,0.5,1,0,1, 朝阳,55339
5534,1.11103E+12, 2016-07-31,99,3.1,48197,64.32,1,1,1,1, 中 21, 塔楼,2000, 精装, 钢混,0.2,1,1,1, 朝阳,61250
43092,1.11103E+12, 2016-12-21,56,4.49,76102,59,1,1,1,1, 中 9, 板楼,2005, 精装, 钢混,0.25,1,1,0, 朝阳,73113
45136,1.11103E+12, 2016-12-05,20,5.75,73249,78.5,1,1,1,1, 中 13, 塔楼,2005, 其他, 钢混,0.286,1,0,1, 朝阳,41072
16406,1.11103E+12, 2016-07-27,27,8.1,82780,97.85,2,2,1,1, 中 20, 板塔结合,2004, 精装, 钢混,0.25,1,1,1, 东城,92359
59657,1.11103E+12, 2016-01-10,1,2.565,33291,77.05,2,1,1,1, 高 21, 塔楼,2005, 其他, 钢混,0.2,1,1,0, 丰台,53910
25768,1.11103E+12, 2016-08-22,15,2.78,45762,60.75,2,1,1,1, 高 6, 板楼,2000, 其他, 混合,0.5,0,0,1, 朝阳,57680
41752,1.11103E+12, 2016-10-30,15,5.5,61798,89,3,1,1,1, 高 11, 板塔结合,2010, 其他, 钢混,0.5,1,0,0, 朝阳,57024
8825,1.11103E+12, 2016-08-10,79,4.98,57907,86,1,2,1,1, 中 21, 塔楼,2001, 简装, 钢混,0.333,1,1,1, 海淀,79739
39355,1.11103E+12, 2016-11-04,34,5.4,47278,114.22,3,1,1,1, 中 24, 塔楼,2008, 精装, 钢混,0.25,1,1,1, 丰台,48883
57395,1.11103E+12, 2016-03-14,1,5.25,77240,67.97,3,1,1,1, 中 16, 塔楼,2003, 精装, 钢混,0.2,1,1,1, 东城,96997
17126,1.11103E+12, 2016-07-16,14,5.69,50827,111.95,2,2,1,2, 顶 6, 板楼,2008, 简装, 钢混,0.5,0,1,0, 海淀,73109
20745,1.11103E+12, 2016-07-25,7,4.48,41329,108.4,2,1,1,2, 中 23, 塔楼,2002, 简装, 钢混,0.3,1,1,1, 丰台,57634
11275,1.11103E+12, 2016-07-29,51,4.75,46279,102.64,2,1,1,1, 低 25, 塔楼,2008, 精装, 钢混,0.3,1,1,1, 朝阳,60785
57760,1.11103E+12, 2016-05-08,1,3.65,59612,61.23,2,1,1,1, 高 29, 板塔结合,2009, 其他, 钢混,0.25,1,0,1, 东城,78235
34245,1.11103E+12, 2016-10-29,51,2.045,43511,47,1,1,1,1, 高 23, 塔楼,2011, 精装, 钢混,0.192,1,0,1, 朝阳,44711
17864,1.11103E+12, 2016-07-23,18,8.5,50048,169.84,3,2,1,2, 中 32, 板塔结合,2010, 精装, 钢混,0.667,1,0,1, 朝阳,66300
21904,1.11103E+12, 2016-08-04,12,4.23,41068,103,2,1,1,2, 中 22, 塔楼,2001, 精装, 钢混,0.25,1,0,0, 朝阳,59812
